code,config,period,d_qsim_l2_rel,d_qsim_max_abs,d_qsim_max_norm,n_steps
H232201001,GR5J_NSE,val,2.7273096132848427e-15,3.4638958368304884e-14,4.64640514956529e-14,3652
H248201001,GR5J_NSE,val,3.3703001187433283e-15,2.842170943040401e-14,3.483529330946213e-14,3652
H413041010,GR5J_NSE,val,6.713727910405832e-15,2.6645352591003757e-14,7.508462717710697e-14,3652
H438021010,GR5J_NSE,val,6.018779047159115e-14,1.0369483049998962e-13,2.8403596915535633e-13,3652
H514262001,GR5J_NSE,val,4.774289351828658e-15,4.884981308350689e-14,5.640326993348441e-14,3652
H602021010,GR5J_NSE,val,5.217068832646543e-15,5.861977570020827e-14,6.988492939502961e-14,3652
H611061010,GR5J_NSE,val,1.695773567762953e-14,5.417888360170764e-14,7.976564279577947e-14,3652
H622101001,GR5J_NSE,val,4.834304578142165e-15,4.085620730620576e-14,4.997903999822985e-14,3652
H642301001,GR5J_NSE,val,1.1636937784857052e-14,4.39648317751562e-14,9.606067328213373e-14,3652
I200101001,GR5J_NSE,val,5.85159813296016e-15,4.884981308350689e-14,1.1696039592904992e-13,3652
I202101001,GR5J_NSE,val,1.2041842416546539e-14,4.6851411639181606e-14,1.0566362685315883e-13,3652
I346301001,GR5J_NSE,val,4.590607024161216e-15,4.618527782440651e-14,4.490818421966262e-14,3652
I403201001,GR5J_NSE,val,4.6283906937872275e-15,6.128431095930864e-14,7.17757871652851e-14,3652
I505301001,GR5J_NSE,val,2.0451559758493376e-15,5.1514348342607263e-14,3.955297413729349e-14,3652
I532151001,GR5J_NSE,val,3.724409564862353e-15,6.394884621840902e-14,8.93660395352278e-14,3652
I722202001,GR5J_NSE,val,1.9574879809732814e-15,3.4638958368304884e-14,2.2923948635614045e-14,3652
I903101001,GR5J_NSE,val,4.296493525023302e-15,3.8191672047105385e-14,4.1296665878461367e-14,3652
J032301001,GR5J_NSE,val,5.057484039903764e-15,5.728750807065808e-14,7.909001311604885e-14,3652
J110301001,GR5J_NSE,val,4.803870914169251e-15,3.419486915845482e-14,5.131951186612318e-14,3652
J132401001,GR5J_NSE,val,4.92015518497136e-15,4.3520742565306136e-14,6.530665134958821e-14,3652
J151301001,GR5J_NSE,val,9.715472289550657e-15,7.904787935331115e-14,7.930905820485363e-14,3652
J172172001,GR5J_NSE,val,5.133807526113985e-15,4.1522341120980855e-14,4.078422724174443e-14,3652
J181301001,GR5J_NSE,val,7.546974379247825e-15,5.5289106626332796e-14,8.73305641277827e-14,3652
J221311001,GR5J_NSE,val,5.049246454763085e-15,8.704148513061227e-14,5.813450999204059e-14,3652
J223301001,GR5J_NSE,val,5.599486658533383e-15,1.1102230246251565e-13,7.917452109539139e-14,3652
J251401001,GR5J_NSE,val,1.1492720042331904e-14,9.414691248821327e-14,9.724644707826273e-14,3652
J261401002,GR5J_NSE,val,6.131409769167165e-15,8.79296635503124e-14,6.290286834376804e-14,3652
J320571001,GR5J_NSE,val,6.1912536728614e-15,6.927791673660977e-14,4.4465686871024094e-14,3652
J421191001,GR5J_NSE,val,2.7143557555206535e-15,4.618527782440651e-14,2.456945184774279e-14,3652
J471201002,GR5J_NSE,val,4.536873284466653e-15,1.0835776720341528e-13,7.08068838821021e-14,3652
J570481001,GR5J_NSE,val,4.522401838757668e-15,6.394884621840902e-14,4.1619746920652853e-14,3652
J813301001,GR5J_NSE,val,6.694002094024175e-15,7.37188088351104e-14,7.9454758688039e-14,3652
K066331001,GR5J_NSE,val,5.1790804385683315e-15,6.750155989720952e-14,8.797449942893209e-14,3652
K075321001,GR5J_NSE,val,6.9627192176183065e-15,6.217248937900877e-14,5.933241342273212e-14,3652
K125181001,GR5J_NSE,val,2.8079483817998135e-15,4.529709940470639e-14,6.374788099237439e-14,3652
K152401001,GR5J_NSE,val,2.265137848497609e-15,3.019806626980426e-14,2.2880296300401214e-14,3652
K175311001,GR5J_NSE,val,2.3067877021690975e-15,3.552713678800501e-14,3.2305258891322765e-14,3652
K222302001,GR5J_NSE,val,1.4385489789118592e-14,1.021405182655144e-13,8.75455834722837e-14,3652
K222303001,GR5J_NSE,val,8.53254773999971e-15,6.838973831690964e-14,6.832827622853825e-14,3652
K225401001,GR5J_NSE,val,1.1647957474317459e-14,6.483702463810914e-14,6.636959183547532e-14,3652
K337301001,GR5J_NSE,val,4.639702159175787e-15,3.68594044175552e-14,7.271772091853289e-14,3652
K633252001,GR5J_NSE,val,6.8055795208814106e-15,5.950795411990839e-14,9.584938811976957e-14,3652
L091402001,GR5J_NSE,val,9.50513541243239e-15,1.2612133559741778e-13,1.5030677484619138e-13,3652
L441171001,GR5J_NSE,val,4.666080897634801e-15,6.394884621840902e-14,9.267367397607767e-14,3652
L465301001,GR5J_NSE,val,2.5415556068249278e-15,3.019806626980426e-14,5.736673434391001e-14,3652
L503401001,GR5J_NSE,val,8.278043673210332e-15,8.348877145181177e-14,8.361120272275172e-14,3652
M011491010,GR5J_NSE,val,5.8295282813391744e-15,4.463096558993129e-14,6.027663847930696e-14,3652
M530001010,GR5J_NSE,val,6.45783527733464e-15,2.19824158875781e-14,3.626424004590013e-14,3652
O038401001,GR5J_NSE,val,6.094632296339387e-15,2.3447910280083306e-13,7.902815859667255e-14,3652
O062401001,GR5J_NSE,val,2.233947248176844e-15,5.5067062021407764e-14,6.956870065237726e-14,3652
O158461001,GR5J_NSE,val,3.654235480094336e-15,7.638334409421077e-14,8.795297496086413e-14,3652
O528431002,GR5J_NSE,val,3.5429154412896377e-15,4.973799150320701e-14,6.405929520914778e-14,3652
O726501001,GR5J_NSE,val,1.432162564352988e-14,9.50350909079134e-14,1.0000217139372694e-13,3652
O794402002,GR5J_NSE,val,3.299896305439173e-15,5.417888360170764e-14,8.908246215489135e-14,3652
P088501001,GR5J_NSE,val,2.874317845857949e-15,1.3145040611561853e-13,5.857572397130788e-14,3652
P367401001,GR5J_NSE,val,6.29791420713846e-15,1.6608936448392342e-13,9.325511651439121e-14,3652
P392252001,GR5J_NSE,val,4.155575585552925e-15,8.348877145181177e-14,4.7007482367991235e-14,3652
P613402001,GR5J_NSE,val,6.020909957681857e-15,1.0125233984581428e-13,8.349195191134532e-14,3652
P638251001,GR5J_NSE,val,4.153288886798262e-15,3.907985046680551e-14,5.032395763212945e-14,3652
P821501001,GR5J_NSE,val,8.16148860208691e-15,6.306066779870889e-14,9.926560671368675e-14,3652
Q022402001,GR5J_NSE,val,7.793375878135097e-15,1.5631940186722204e-13,1.005313613159581e-13,3652
Q055401001,GR5J_NSE,val,4.295353807373627e-15,1.829647544582258e-13,1.6176884983956894e-13,3652
U012401001,GR5J_NSE,val,5.223277597339464e-15,8.171241461241152e-14,6.589816103183815e-14,3652
U041501001,GR5J_NSE,val,3.1307644031979743e-15,9.237055564881302e-14,3.2845358725078146e-14,3652
U044431001,GR5J_NSE,val,3.580732329268689e-15,6.394884621840902e-14,3.55425359189828e-14,3652
U047401001,GR5J_NSE,val,3.926708892521628e-15,5.684341886080802e-14,3.440078387302402e-14,3652
U063501001,GR5J_NSE,val,3.762490761219619e-15,6.572520305780927e-14,6.820985577381424e-14,3652
U303401001,GR5J_NSE,val,4.8101429648641344e-15,4.3520742565306136e-14,6.337146184992984e-14,3652
U342401001,GR5J_NSE,val,2.280883754696812e-15,4.085620730620576e-14,3.226496349244051e-14,3652
U452521001,GR5J_NSE,val,8.736452884668481e-15,6.927791673660977e-14,1.1912223997242248e-13,3652
U463501001,GR5J_NSE,val,5.064000510412985e-15,8.79296635503124e-14,1.8547610786196616e-13,3652
V125501001,GR5J_NSE,val,9.983922931909972e-15,2.2026824808563106e-13,9.881174697206448e-14,3652
V301501001,GR5J_NSE,val,5.3694674765214994e-15,8.881784197001252e-14,1.8815677956475411e-13,3652
V445501001,GR5J_NSE,val,5.38356790717064e-15,6.394884621840902e-14,8.21051185744585e-14,3652
V504661001,GR5J_NSE,val,2.1330594882900155e-15,2.5579538487363607e-13,1.0429070302630486e-13,3652
V713501001,GR5J_NSE,val,2.135769447807917e-15,2.1316282072803006e-13,9.593946706151446e-14,3652
Y028406001,GR5J_NSE,val,4.291207099856835e-15,2.2737367544323206e-13,3.106864820883545e-13,3652
Y062402001,GR5J_NSE,val,4.228534014244123e-15,1.3500311979441904e-13,1.211177780321943e-13,3652
Y152401001,GR5J_NSE,val,2.983433445476586e-14,4.511946372076636e-13,9.082695030607645e-13,3652
Y503201001,GR5J_NSE,val,1.3143451028236277e-14,2.504663143554353e-13,4.4730565961531274e-13,3652
Y510661001,GR5J_NSE,val,1.7569258595071287e-14,4.298783551348606e-13,6.606045369177887e-13,3652
Y523501001,GR5J_NSE,val,2.573371141417582e-14,6.110667527536862e-13,1.0630016758098744e-12,3652
Y531201001,GR5J_NSE,val,6.753575557608548e-15,2.4868995751603507e-13,3.877484891841472e-13,3652
Y561501001,GR5J_NSE,val,2.6059127489382283e-14,7.602807272633072e-13,4.541731293590786e-13,3652
Y643401001,GR5J_NSE,val,1.0579393627011586e-14,2.717825964282383e-13,2.0770728123191976e-13,3652
A433301001,GR6J_NSE,cal,3.1733617534767313e-15,5.284661597215745e-14,2.6407019107000583e-14,3653
A543101001,GR6J_NSE,cal,1.874309719315431e-15,3.8191672047105385e-14,4.5103486696637854e-14,3653
A673122001,GR6J_NSE,cal,1.596322539382528e-15,1.865174681370263e-14,1.961566101899979e-14,3653
A843101001,GR6J_NSE,cal,3.6876770502004674e-15,4.796163466380676e-14,5.865801385990052e-14,3653
A983201001,GR6J_NSE,cal,1.9681354396995557e-15,1.9984014443252818e-14,2.4247671885002312e-14,3653
B134001001,GR6J_NSE,cal,2.843028456052952e-15,4.263256414560601e-14,4.6912362894065557e-14,3653
B413201001,GR6J_NSE,cal,2.484298370286828e-15,2.842170943040401e-14,3.0661351924230353e-14,3653
B422431001,GR6J_NSE,cal,2.5057485091466466e-15,3.108624468950438e-14,2.4596792259687687e-14,3653
B460101001,GR6J_NSE,cal,2.243240649945293e-15,2.4868995751603507e-14,2.1829693186101506e-14,3653
B463101001,GR6J_NSE,cal,3.2927405308794307e-15,3.9968028886505635e-14,3.5073161517836585e-14,3653
B532201001,GR6J_NSE,cal,1.643315095071145e-15,2.842170943040401e-14,1.748737357470994e-14,3653
D020601001,GR6J_NSE,cal,2.6126745549129404e-15,2.842170943040401e-14,2.4432629612858817e-14,3653
E403571001,GR6J_NSE,cal,7.0339396494040354e-15,7.005507285384738e-14,5.4527581969827896e-14,3653
E540651001,GR6J_NSE,cal,2.498756519418118e-14,1.8562928971732617e-13,1.4086298517470435e-13,3653
F453000101,GR6J_NSE,cal,1.7451544939880497e-14,8.570921750106208e-14,2.0637345269193304e-13,3653
H232201001,GR6J_NSE,cal,2.5527843692326447e-15,3.019806626980426e-14,4.383421805338161e-14,3653
H248201001,GR6J_NSE,cal,2.341868799748605e-15,1.5987211554602254e-14,2.131770364961936e-14,3653
H413041010,GR6J_NSE,cal,8.906881937713215e-15,3.042011087472929e-14,8.990277348377376e-14,3653
H438021010,GR6J_NSE,cal,6.278576883048546e-15,2.2315482794965646e-14,5.767038579139433e-14,3653
H514262001,GR6J_NSE,cal,1.5911471408425127e-15,3.108624468950438e-14,3.0021708004787234e-14,3653
H602021010,GR6J_NSE,cal,2.700704794707069e-15,3.019806626980426e-14,3.5238880922312084e-14,3653
H611061010,GR6J_NSE,cal,2.6126821094509818e-14,1.9584334154387761e-13,2.7392158000824606e-13,3653
H622101001,GR6J_NSE,cal,2.4509040024898838e-15,2.398081733190338e-14,2.5288782326747052e-14,3653
H642301001,GR6J_NSE,cal,8.062098817811938e-15,2.4424906541753444e-14,5.736258976057913e-14,3653
I200101001,GR6J_NSE,cal,3.6740294223833874e-15,2.353672812205332e-14,5.02139380942257e-14,3653
I202101001,GR6J_NSE,cal,7.039698194410627e-15,2.398081733190338e-14,4.7884244727660874e-14,3653
I346301001,GR6J_NSE,cal,4.169307102745963e-15,4.574118861455645e-14,3.8498157061937645e-14,3653
I403201001,GR6J_NSE,cal,3.202676137840825e-15,2.4868995751603507e-14,2.852018251480668e-14,3653
I505301001,GR6J_NSE,cal,9.104676002877136e-16,2.398081733190338e-14,1.7778769243115605e-14,3653
I532151001,GR6J_NSE,cal,3.046593044454624e-15,2.1316282072803006e-14,2.951739357069162e-14,3653
I722202001,GR6J_NSE,cal,1.0311222172865359e-15,3.375077994860476e-14,2.2230655423525368e-14,3653
I903101001,GR6J_NSE,cal,3.00733878566546e-15,2.9753977059954195e-14,2.5599015016963902e-14,3653
J032301001,GR6J_NSE,cal,7.358630997555962e-15,6.794564910705958e-14,9.4525671015588e-14,3653
J110301001,GR6J_NSE,cal,2.523539982028507e-15,2.6645352591003757e-14,3.533371944523339e-14,3653
J132401001,GR6J_NSE,cal,2.058275700149941e-15,1.4654943925052066e-14,1.990183085299159e-14,3653
J151301001,GR6J_NSE,cal,4.3948639589130466e-15,4.796163466380676e-14,4.1734257084681315e-14,3653
J172172001,GR6J_NSE,cal,6.676467537824118e-15,6.306066779870889e-14,5.345195980244904e-14,3653
J181301001,GR6J_NSE,cal,8.821282324226968e-15,6.306066779870889e-14,8.485745676563283e-14,3653
J221311001,GR6J_NSE,cal,2.6407163737344568e-15,5.684341886080802e-14,3.292031576807654e-14,3653
J223301001,GR6J_NSE,cal,3.5233837183790815e-15,3.730349362740526e-14,2.304873870069119e-14,3653
J251401001,GR6J_NSE,cal,5.001809530546843e-15,3.4638958368304884e-14,3.083570677745774e-14,3653
J261401002,GR6J_NSE,cal,3.312126524833196e-15,4.3520742565306136e-14,2.7468486307042136e-14,3653
J320571001,GR6J_NSE,cal,3.5440642786057793e-15,7.283063041541027e-14,4.2948695352595856e-14,3653
J421191001,GR6J_NSE,cal,2.5205408012184564e-15,4.263256414560601e-14,2.2264445326861458e-14,3653
J471201002,GR6J_NSE,cal,2.9163328839773236e-15,4.884981308350689e-14,2.7129605433303387e-14,3653
J570481001,GR6J_NSE,cal,3.0738958717462683e-15,4.618527782440651e-14,2.836683072322625e-14,3653
J813301001,GR6J_NSE,cal,4.28409436521674e-15,4.440892098500626e-14,4.068661519764842e-14,3653
K066331001,GR6J_NSE,cal,3.578273243092953e-15,1.0658141036401503e-13,1.2609753392789194e-13,3653
K075321001,GR6J_NSE,cal,5.080065657666649e-15,9.592326932761353e-14,7.874716785998143e-14,3653
K125181001,GR6J_NSE,cal,5.284034395681154e-15,8.526512829121202e-14,1.3310310627036206e-13,3653
K152401001,GR6J_NSE,cal,2.4865011883997206e-15,4.263256414560601e-14,3.3812294106064255e-14,3653
K175311001,GR6J_NSE,cal,1.4620761391544478e-15,2.4868995751603507e-14,2.4066302736522185e-14,3653
K222302001,GR6J_NSE,cal,5.322555677978281e-15,1.0658141036401503e-13,8.415442143463219e-14,3653
K222303001,GR6J_NSE,cal,4.622617575268569e-15,5.684341886080802e-14,5.3726146443026716e-14,3653
K225401001,GR6J_NSE,cal,7.0406694811612334e-15,1.0658141036401503e-13,1.0167436503650174e-13,3653
K337301001,GR6J_NSE,cal,3.2611353404083787e-15,2.886579864025407e-14,5.3091135660490165e-14,3653
K633252001,GR6J_NSE,cal,3.812705593301184e-15,2.3092638912203256e-14,3.4167453764094364e-14,3653
L091402001,GR6J_NSE,cal,4.390813932864922e-15,7.638334409421077e-14,7.816892625075796e-14,3653
L441171001,GR6J_NSE,cal,3.952347481151991e-15,4.618527782440651e-14,5.73244894482054e-14,3653
L465301001,GR6J_NSE,cal,3.0938800288266026e-15,3.9968028886505635e-14,6.820273967309305e-14,3653
L503401001,GR6J_NSE,cal,5.62187385668707e-15,6.039613253960852e-14,5.264879492534927e-14,3653
M011491010,GR6J_NSE,cal,2.7689115732128218e-15,2.4424906541753444e-14,2.8382719561785957e-14,3653
M530001010,GR6J_NSE,cal,5.14383502596187e-15,1.865174681370263e-14,2.866099205698175e-14,3653
O038401001,GR6J_NSE,cal,8.891338711886627e-16,2.7977620220553945e-14,1.0464462558458326e-14,3653
O062401001,GR6J_NSE,cal,2.823814525562234e-15,6.394884621840902e-14,8.615586298088503e-14,3653
O158461001,GR6J_NSE,cal,4.1372496669843125e-15,1.2256862191861728e-13,1.5390395014163854e-13,3653
O528431002,GR6J_NSE,cal,2.8862657251786114e-15,4.440892098500626e-14,5.497951458679551e-14,3653
O726501001,GR6J_NSE,cal,5.6433955297611765e-15,7.993605777301127e-14,7.753924525193131e-14,3653
O794402002,GR6J_NSE,cal,3.013929879171373e-15,7.72715225139109e-14,1.1053996830988453e-13,3653
P088501001,GR6J_NSE,cal,6.270034870193933e-16,1.7763568394002505e-14,7.757122182898105e-15,3653
P367401001,GR6J_NSE,cal,9.482226847221862e-16,3.197442310920451e-14,1.7578364023291945e-14,3653
P392252001,GR6J_NSE,cal,4.599282487782484e-15,1.6697754290362354e-13,8.7090534595357e-14,3653
P613402001,GR6J_NSE,cal,3.2597175223129517e-15,4.618527782440651e-14,3.606582848847521e-14,3653
P638251001,GR6J_NSE,cal,3.411605551947151e-15,3.2862601528904634e-14,3.8515624953914356e-14,3653
P821501001,GR6J_NSE,cal,4.257310365886624e-15,3.197442310920451e-14,4.7149905085640473e-14,3653
Q022402001,GR6J_NSE,cal,5.077890758398597e-15,6.750155989720952e-14,4.6952792193758665e-14,3653
Q055401001,GR6J_NSE,cal,4.413752620513161e-15,1.2967404927621828e-13,1.326695267419792e-13,3653
U012401001,GR6J_NSE,cal,3.789664979330299e-15,6.394884621840902e-14,4.483664668944054e-14,3653
U041501001,GR6J_NSE,cal,8.684909148613145e-16,2.1316282072803006e-14,6.809696332479527e-15,3653
U044431001,GR6J_NSE,cal,1.4333944880865966e-15,3.108624468950438e-14,1.5345544946152127e-14,3653
U047401001,GR6J_NSE,cal,3.2098153342510143e-15,6.483702463810914e-14,3.519877175135571e-14,3653
U063501001,GR6J_NSE,cal,3.715794084443806e-15,4.440892098500626e-14,5.018877966833095e-14,3653
U303401001,GR6J_NSE,cal,4.197569891495442e-15,2.7977620220553945e-14,4.74654318310208e-14,3653
U342401001,GR6J_NSE,cal,2.9491640490966166e-15,5.684341886080802e-14,4.5316704827403996e-14,3653
U452521001,GR6J_NSE,cal,8.540980834315226e-15,7.105427357601002e-14,1.138127151340115e-13,3653
U463501001,GR6J_NSE,cal,2.3967560342847405e-15,7.460698725481052e-14,2.0682413725392875e-13,3653
V125501001,GR6J_NSE,cal,4.619905410582879e-15,9.059419880941277e-14,4.1788329389016256e-14,3653
V301501001,GR6J_NSE,cal,4.50797786488452e-15,9.592326932761353e-14,1.7451569708655617e-13,3653
V445501001,GR6J_NSE,cal,5.404967590241209e-15,9.947598300641403e-14,1.3005546686087807e-13,3653
V504661001,GR6J_NSE,cal,7.357774339919411e-16,4.263256414560601e-14,1.8767718262872355e-14,3653
V713501001,GR6J_NSE,cal,1.06472761050113e-15,8.171241461241152e-14,4.0032127306035833e-14,3653
Y028406001,GR6J_NSE,cal,5.912806953033757e-15,2.5224267119483557e-13,3.3917709122080583e-13,3653
Y062402001,GR6J_NSE,cal,1.047429138346397e-15,2.220446049250313e-14,1.955411113922598e-14,3653
Y152401001,GR6J_NSE,cal,6.821737538688703e-15,2.007283228522283e-13,2.6981453470103405e-13,3653
Y503201001,GR6J_NSE,cal,7.447887834363624e-15,4.218847493575595e-14,1.0933878566506571e-13,3653
Y510661001,GR6J_NSE,cal,4.099324820386813e-15,4.707345624410664e-14,1.5190862833465514e-13,3653
Y523501001,GR6J_NSE,cal,1.1481083676170146e-14,1.0302869668521453e-13,2.6972938947633926e-13,3653
Y531201001,GR6J_NSE,cal,5.675254430123781e-15,7.993605777301127e-14,1.8886987111448708e-13,3653
Y561501001,GR6J_NSE,cal,1.1543395180459716e-15,3.552713678800501e-14,2.7817315037753197e-14,3653
Y643401001,GR6J_NSE,cal,3.621481550778581e-15,1.0658141036401503e-13,9.938752485102998e-14,3653
A433301001,GR6J_NSE,val,3.5357100324256676e-15,5.3290705182007514e-14,3.070406096799474e-14,3652
A543101001,GR6J_NSE,val,1.865562703305069e-15,3.2862601528904634e-14,4.367572434845511e-14,3652
A673122001,GR6J_NSE,val,1.5487479491986283e-15,1.865174681370263e-14,2.141942029144587e-14,3652
A843101001,GR6J_NSE,val,3.4595123546581827e-15,3.1530333899354446e-14,4.8284014264738173e-14,3652
A983201001,GR6J_NSE,val,2.2816902609627946e-15,2.842170943040401e-14,3.661978924233027e-14,3652
B134001001,GR6J_NSE,val,2.714224623451642e-15,4.707345624410664e-14,5.728625406549196e-14,3652
B413201001,GR6J_NSE,val,2.5490905581646966e-15,2.531308496145357e-14,2.9746444063835586e-14,3652
B422431001,GR6J_NSE,val,2.3356830795114048e-15,2.3092638912203256e-14,1.9389234262586548e-14,3652
B460101001,GR6J_NSE,val,2.585397418013745e-15,2.842170943040401e-14,2.86968156838522e-14,3652
B463101001,GR6J_NSE,val,3.797200023673419e-15,2.531308496145357e-14,2.5828648093088454e-14,3652
B532201001,GR6J_NSE,val,2.0621556800760844e-15,4.796163466380676e-14,3.3817291109675474e-14,3652
D020601001,GR6J_NSE,val,3.2760514051633745e-15,2.4868995751603507e-14,2.5506085031915045e-14,3652
E403571001,GR6J_NSE,val,7.487974765783745e-15,8.37108160567368e-14,7.404177338985003e-14,3652
E540651001,GR6J_NSE,val,3.0473110200508516e-14,1.8207657603852567e-13,1.619734908964191e-13,3652
F453000101,GR6J_NSE,val,1.6017240487243342e-14,8.376632720796806e-14,2.0680451671948975e-13,3652
H232201001,GR6J_NSE,val,2.4556271748327494e-15,3.730349362740526e-14,4.9632856619463454e-14,3652
H248201001,GR6J_NSE,val,2.2550054554027766e-15,2.1316282072803006e-14,2.6062608602115282e-14,3652
H413041010,GR6J_NSE,val,8.955349262575034e-15,5.595524044110789e-14,1.563157993760777e-13,3652
H438021010,GR6J_NSE,val,6.789944167781785e-15,2.1094237467877974e-14,5.5973541868459855e-14,3652
H514262001,GR6J_NSE,val,1.717517123905816e-15,1.7763568394002505e-14,2.0400439429422685e-14,3652
H602021010,GR6J_NSE,val,2.69957441826483e-15,2.842170943040401e-14,3.434118699995375e-14,3652
H611061010,GR6J_NSE,val,2.922045512781607e-14,1.865174681370263e-13,2.9633384339195374e-13,3652
H622101001,GR6J_NSE,val,2.8486971254603106e-15,1.7541523789077473e-14,2.1090913798036353e-14,3652
H642301001,GR6J_NSE,val,7.752341955464605e-15,2.398081733190338e-14,5.005917566775199e-14,3652
I200101001,GR6J_NSE,val,3.069761111398711e-15,1.63202784619898e-14,3.7025205124742657e-14,3652
I202101001,GR6J_NSE,val,8.355730625115973e-15,3.8191672047105385e-14,8.523048792746965e-14,3652
I346301001,GR6J_NSE,val,4.322968031073417e-15,5.773159728050814e-14,5.615452383015822e-14,3652
I403201001,GR6J_NSE,val,3.1967374509699e-15,2.930988785010413e-14,3.420576204837342e-14,3652
I505301001,GR6J_NSE,val,8.092148186246338e-16,2.1316282072803006e-14,1.6182437228668654e-14,3652
I532151001,GR6J_NSE,val,2.722717691044929e-15,2.0872192862952943e-14,2.90132724956029e-14,3652
I722202001,GR6J_NSE,val,9.740139692665178e-16,2.4868995751603507e-14,1.6360890223676628e-14,3652
I903101001,GR6J_NSE,val,3.1221749919641093e-15,3.2862601528904634e-14,3.597158707017501e-14,3652
J032301001,GR6J_NSE,val,7.31421333956048e-15,1.176836406102666e-13,1.6500928597075682e-13,3652
J110301001,GR6J_NSE,val,2.2733738892364168e-15,1.9539925233402755e-14,2.949784410897527e-14,3652
J132401001,GR6J_NSE,val,1.91566257728675e-15,2.398081733190338e-14,3.596099535669125e-14,3652
J151301001,GR6J_NSE,val,3.9673014104504066e-15,2.842170943040401e-14,2.811464063428272e-14,3652
J172172001,GR6J_NSE,val,6.034072578797578e-15,6.572520305780927e-14,6.457820526980023e-14,3652
J181301001,GR6J_NSE,val,8.842356132364234e-15,7.904787935331115e-14,1.2598228125686666e-13,3652
J221311001,GR6J_NSE,val,2.551272181738443e-15,5.1514348342607263e-14,3.476435612629313e-14,3652
J223301001,GR6J_NSE,val,3.929329171099453e-15,4.973799150320701e-14,3.543490443300268e-14,3652
J251401001,GR6J_NSE,val,5.299042372698897e-15,4.440892098500626e-14,4.5276341326227634e-14,3652
J261401002,GR6J_NSE,val,3.387425796314825e-15,4.39648317751562e-14,3.15578176542763e-14,3652
J320571001,GR6J_NSE,val,3.4926406595046054e-15,7.105427357601002e-14,4.578744036016873e-14,3652
J421191001,GR6J_NSE,val,2.203181648326349e-15,5.1514348342607263e-14,2.7420373996915605e-14,3652
J471201002,GR6J_NSE,val,3.0232037723252196e-15,4.440892098500626e-14,2.900332634126672e-14,3652
J570481001,GR6J_NSE,val,2.8657081273852997e-15,4.796163466380676e-14,3.11846519702808e-14,3652
J813301001,GR6J_NSE,val,4.051277319890545e-15,4.440892098500626e-14,4.736530265759352e-14,3652
K066331001,GR6J_NSE,val,5.00507203476624e-15,1.1191048088221578e-13,1.487859223437341e-13,3652
K075321001,GR6J_NSE,val,5.435172461963234e-15,5.3290705182007514e-14,5.046011600845862e-14,3652
K125181001,GR6J_NSE,val,5.40632989289838e-15,1.3322676295501878e-13,1.915592043400666e-13,3652
K152401001,GR6J_NSE,val,3.153438373905181e-15,8.393286066166183e-14,6.608131591452816e-14,3652
K175311001,GR6J_NSE,val,1.303283764721869e-15,2.6645352591003757e-14,2.4019809843626634e-14,3652
K222302001,GR6J_NSE,val,5.665848660142503e-15,4.707345624410664e-14,4.0651627193965397e-14,3652
K222303001,GR6J_NSE,val,5.225129909837097e-15,3.2862601528904634e-14,3.297415925995188e-14,3652
K225401001,GR6J_NSE,val,8.109560039677771e-15,5.0182080713057076e-14,5.145717086186698e-14,3652
K337301001,GR6J_NSE,val,3.947259308365741e-15,3.863576125695545e-14,7.951444783690337e-14,3652
K633252001,GR6J_NSE,val,3.6842100823936856e-15,2.220446049250313e-14,3.557760105464422e-14,3652
L091402001,GR6J_NSE,val,4.566272381224387e-15,4.440892098500626e-14,5.2620192261920947e-14,3652
L441171001,GR6J_NSE,val,4.0700926657034755e-15,5.3290705182007514e-14,7.564504953287145e-14,3652
L465301001,GR6J_NSE,val,2.6067225840221022e-15,3.197442310920451e-14,5.95194894784131e-14,3652
L503401001,GR6J_NSE,val,5.888026938996898e-15,6.927791673660977e-14,6.936960079947416e-14,3652
M011491010,GR6J_NSE,val,3.137418228515056e-15,3.019806626980426e-14,4.116436257008232e-14,3652
M530001010,GR6J_NSE,val,5.807274525471727e-15,2.6423307986078726e-14,4.331135525682435e-14,3652
O038401001,GR6J_NSE,val,7.288461167537485e-16,3.552713678800501e-14,1.2135339068348825e-14,3652
O062401001,GR6J_NSE,val,2.4895677676152407e-15,6.394884621840902e-14,7.984455326325909e-14,3652
O158461001,GR6J_NSE,val,3.7621012532770015e-15,1.0302869668521453e-13,1.2423799530104174e-13,3652
O528431002,GR6J_NSE,val,3.062102219261229e-15,4.618527782440651e-14,5.898965384700495e-14,3652
O726501001,GR6J_NSE,val,6.9134499994765825e-15,4.3076653355456074e-14,4.5426235671994366e-14,3652
O794402002,GR6J_NSE,val,3.370269604273829e-15,5.5067062021407764e-14,9.646458591607934e-14,3652
P088501001,GR6J_NSE,val,5.961435786343753e-16,1.5987211554602254e-14,7.299180246873871e-15,3652
P367401001,GR6J_NSE,val,9.369032303565175e-16,2.842170943040401e-14,1.69462991707171e-14,3652
P392252001,GR6J_NSE,val,3.9840970535520166e-15,7.105427357601002e-14,3.9664617796280754e-14,3652
P613402001,GR6J_NSE,val,2.7674163232015385e-15,5.861977570020827e-14,4.7587964173359457e-14,3652
P638251001,GR6J_NSE,val,3.038165889069005e-15,2.5757174171303632e-14,3.267647809672809e-14,3652
P821501001,GR6J_NSE,val,3.7125072907972005e-15,2.4868995751603507e-14,3.769431758185172e-14,3652
