category,case,name,kind,n_values,max_abs,max_rel,worst
Coupled snow models,CemaNeigeGR6J,Pn,series,2191,2.3092638912203256e-14,5.180819074216339e-13,1.6944778913341452e-14
Coupled snow models,CemaNeigeGR6J,Ps,series,2191,4.618527782440651e-14,2.696347090517288e-11,2.3092638912203256e-14
Coupled snow models,CemaNeigeGR6J,AE,series,2191,3.552713678800501e-14,2.7873443504565603e-12,2.5424107263916085e-14
Coupled snow models,CemaNeigeGR6J,Perc,series,2191,4.707345624410664e-14,8.586669612986349e-13,4.5630166312093934e-14
Coupled snow models,CemaNeigeGR6J,PR,series,2191,6.128431095930864e-14,8.586669612986349e-13,5.054476715255094e-14
Coupled snow models,CemaNeigeGR6J,Q9,series,2191,4.39648317751562e-14,9.768605924170928e-13,3.674838211509268e-14
Coupled snow models,CemaNeigeGR6J,Q1,series,2191,3.774758283725532e-15,8.386318943001299e-13,3.774758283725532e-15
Coupled snow models,CemaNeigeGR6J,Rout,series,2191,1.1368683772161603e-13,3.084110964382332e-15,3.084110964382332e-15
Coupled snow models,CemaNeigeGR6J,Exch,series,2191,1.1102230246251565e-15,5.321719724867793e-15,1.1102230246251565e-15
Coupled snow models,CemaNeigeGR6J,AExch1,series,2191,1.1102230246251565e-15,5.321719724867793e-15,1.1102230246251565e-15
Coupled snow models,CemaNeigeGR6J,AExch2,series,2191,1.1102230246251565e-15,5.321719724867793e-15,1.1102230246251565e-15
Coupled snow models,CemaNeigeGR6J,AExch,series,2191,3.552713678800501e-15,5.321719724867793e-15,3.552713678800501e-15
Coupled snow models,CemaNeigeGR6J,QR,series,2191,3.241851231905457e-14,4.204408562605928e-14,1.2101430968414206e-14
Coupled snow models,CemaNeigeGR6J,QRExp,series,2191,1.9095836023552692e-14,2.660001992161702e-14,1.2989609388114332e-14
Coupled snow models,CemaNeigeGR6J,Exp,series,2191,3.410605131648481e-13,3.3677347997795575e-15,3.3677347997795575e-15
Coupled snow models,CemaNeigeGR6J,QD,series,2191,4.884981308350689e-15,1.3773333312833287e-14,4.884981308350689e-15
Coupled snow models,CemaNeigeGR6J,Qsim,series,2191,4.263256414560601e-14,2.1807105656314777e-14,1.6932248736690068e-14
Coupled snow models,CemaNeigeGR6J,MeanAnSolidPrecip,scalar,1,2.3874235921539366e-12,3.589977574740494e-15,3.589977574740494e-15
Coupled snow models,CemaNeigeGR4J_Hyst,PotEvap,series,2191,0.0,0.0,0.0
Coupled snow models,CemaNeigeGR4J_Hyst,Precip,series,2191,0.0,0.0,0.0
Coupled snow models,CemaNeigeGR4J_Hyst,Prod,series,2191,9.094947017729282e-13,9.237659170704141e-15,9.237659170704141e-15
Coupled snow models,CemaNeigeGR4J_Hyst,Pn,series,2191,1.9539925233402755e-14,3.525490095998578e-12,1.0210731384766928e-14
Coupled snow models,CemaNeigeGR4J_Hyst,Ps,series,2191,5.5067062021407764e-14,2.312778154331492e-11,4.346523141407488e-14
Coupled snow models,CemaNeigeGR4J_Hyst,AE,series,2191,5.3290705182007514e-14,8.557467244781555e-13,4.18876838000153e-14
Coupled snow models,CemaNeigeGR4J_Hyst,Perc,series,2191,7.971401316808624e-14,1.686851689010936e-12,6.727951529228449e-14
Coupled snow models,CemaNeigeGR4J_Hyst,PR,series,2191,9.636735853746359e-14,4.31211754802158e-12,8.881784197001252e-14
Coupled snow models,CemaNeigeGR4J_Hyst,Q9,series,2191,6.061817714453355e-14,3.955422299762206e-12,6.061817714453355e-14
Coupled snow models,CemaNeigeGR4J_Hyst,Q1,series,2191,6.50868248186498e-15,1.877743144998219e-12,6.50868248186498e-15
Coupled snow models,CemaNeigeGR4J_Hyst,Rout,series,2191,4.192202140984591e-13,7.876151927702465e-15,7.876151927702465e-15
Coupled snow models,CemaNeigeGR4J_Hyst,Exch,series,2191,6.2727600891321345e-15,2.7410819242729807e-14,6.2727600891321345e-15
Coupled snow models,CemaNeigeGR4J_Hyst,AExch1,series,2191,6.2727600891321345e-15,2.7410819242729807e-14,6.2727600891321345e-15
Coupled snow models,CemaNeigeGR4J_Hyst,AExch2,series,2191,6.2727600891321345e-15,2.7410819242729807e-14,6.2727600891321345e-15
Coupled snow models,CemaNeigeGR4J_Hyst,AExch,series,2191,1.2656542480726785e-14,2.7410819242729807e-14,1.2656542480726785e-14
Coupled snow models,CemaNeigeGR4J_Hyst,QR,series,2191,6.838973831690964e-14,8.21008610315382e-14,3.3861802251067274e-14
Coupled snow models,CemaNeigeGR4J_Hyst,QD,series,2191,1.099120794378905e-14,5.0320119658795726e-14,1.099120794378905e-14
Coupled snow models,CemaNeigeGR4J_Hyst,Qsim,series,2191,7.815970093361102e-14,6.774277842346316e-14,3.68594044175552e-14
Coupled snow models,CemaNeigeGR4J_Hyst,MeanAnSolidPrecip,scalar,1,2.3874235921539366e-12,3.589977574740494e-15,3.589977574740494e-15
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 1,Pliq,series,2191,3.552713678800501e-15,1.3737762129165585e-14,1.126267032578641e-15
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 1,Psol,series,2191,3.552713678800501e-15,4.564943592761938e-13,1.4880458989711078e-15
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 1,SnowPack,series,2191,3.836930773104541e-13,8.483628482436617e-13,2.4047546341110154e-14
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 1,ThermalState,series,2191,8.881784197001252e-16,4.728324638911377e-14,6.661338147750939e-16
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 1,Gratio,series,2191,3.6637359812630166e-15,8.044355765986911e-13,3.6637359812630166e-15
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 1,PotMelt,series,2191,2.5579538487363607e-13,8.483628482436617e-13,2.4047546341110154e-14
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 1,Melt,series,2191,5.551115123125783e-14,8.695078412509962e-13,2.1871393585115584e-14
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 1,PliqAndMelt,series,2191,5.551115123125783e-14,7.881856765026818e-13,2.1871393585115584e-14
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 1,Temp,series,2191,7.105427357601002e-15,1.292017484845804e-14,7.716446453581397e-16
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 1,Gthreshold,series,2191,9.663381206337363e-13,3.6327154030112135e-15,3.6327154030112135e-15
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 1,Glocalmax,series,2191,9.663381206337363e-13,3.6327154030112135e-15,3.6327154030112135e-15
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 2,Pliq,series,2191,3.552713678800501e-15,1.907964027153302e-14,4.969679898729315e-16
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 2,Psol,series,2191,7.105427357601002e-15,1.8549138946979153e-13,1.5265566588595902e-15
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 2,SnowPack,series,2191,3.979039320256561e-13,8.657270628211961e-13,2.0670053362359964e-14
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 2,ThermalState,series,2191,1.7763568394002505e-15,1.4603071441031992e-13,6.199245187601037e-16
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 2,Gratio,series,2191,3.6637359812630166e-15,8.501738106682022e-13,3.6637359812630166e-15
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 2,PotMelt,series,2191,2.7711166694643907e-13,8.657270628211961e-13,2.0670053362359964e-14
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 2,Melt,series,2191,7.105427357601002e-14,8.570534780346697e-13,2.2648549702353193e-14
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 2,PliqAndMelt,series,2191,7.105427357601002e-14,8.570534780346697e-13,2.2648549702353193e-14
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 2,Temp,series,2191,3.552713678800501e-15,7.175447105178097e-14,4.440892098500626e-16
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 2,Gthreshold,series,2191,9.663381206337363e-13,3.6327154030112135e-15,3.6327154030112135e-15
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 2,Glocalmax,series,2191,9.663381206337363e-13,3.6327154030112135e-15,3.6327154030112135e-15
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 3,Pliq,series,2191,3.552713678800501e-15,1.3429460216558872e-14,6.938893903907228e-16
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 3,Psol,series,2191,7.105427357601002e-15,6.381219642072943e-14,1.9984014443252818e-15
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 3,SnowPack,series,2191,3.694822225952521e-13,7.528157590030956e-13,1.3761269312305258e-14
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 3,ThermalState,series,2191,1.7763568394002505e-15,1.1658748419205566e-14,4.996003610813204e-16
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 3,Gratio,series,2191,3.6637359812630166e-15,8.935773504971847e-13,3.6637359812630166e-15
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 3,PotMelt,series,2191,2.8421709430404007e-13,7.528157590030956e-13,1.3761269312305258e-14
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 3,Melt,series,2191,8.08242361927114e-14,9.203010586788616e-13,1.7457237792672616e-14
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 3,PliqAndMelt,series,2191,7.993605777301127e-14,4.384708476238322e-13,1.428611195248503e-14
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 3,Temp,series,2191,0.0,0.0,0.0
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 3,Gthreshold,series,2191,9.663381206337363e-13,3.6327154030112135e-15,3.6327154030112135e-15
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 3,Glocalmax,series,2191,9.663381206337363e-13,3.6327154030112135e-15,3.6327154030112135e-15
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 4,Pliq,series,2191,7.105427357601002e-15,4.553347939510228e-14,1.2212453270876722e-15
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 4,Psol,series,2191,7.105427357601002e-15,3.465328019470301e-14,1.795764819452855e-15
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 4,SnowPack,series,2191,3.552713678800501e-13,8.607036492535876e-13,1.3494264932888449e-14
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 4,ThermalState,series,2191,2.6645352591003757e-15,2.3268445199782922e-14,3.9909176227474306e-16
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 4,Gratio,series,2191,3.6637359812630166e-15,8.677597496325513e-13,3.6637359812630166e-15
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 4,PotMelt,series,2191,2.877698079828406e-13,8.607036492535876e-13,1.3494264932888449e-14
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 4,Melt,series,2191,1.0658141036401503e-13,9.163079771177878e-13,1.7060801134209123e-14
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 4,PliqAndMelt,series,2191,1.0658141036401503e-13,5.721858407049474e-13,1.6414362134225595e-14
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 4,Temp,series,2191,3.552713678800501e-15,2.2350756352264708e-14,5.814360285030543e-16
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 4,Gthreshold,series,2191,9.663381206337363e-13,3.6327154030112135e-15,3.6327154030112135e-15
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 4,Glocalmax,series,2191,9.663381206337363e-13,3.6327154030112135e-15,3.6327154030112135e-15
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 5,Pliq,series,2191,7.105427357601002e-15,9.153162404944576e-14,1.367880468851984e-15
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 5,Psol,series,2191,1.4210854715202004e-14,2.6831447287768395e-14,4.805050182615627e-15
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 5,SnowPack,series,2191,3.694822225952521e-13,6.386926566794955e-13,1.4686905323834565e-14
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 5,ThermalState,series,2191,2.6645352591003757e-15,1.9130382303842905e-14,5.831956136962823e-16
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 5,Gratio,series,2191,3.9968028886505635e-15,7.110255228564165e-13,3.9968028886505635e-15
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 5,PotMelt,series,2191,2.8066438062523957e-13,6.386926566794955e-13,1.4686905323834565e-14
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 5,Melt,series,2191,9.237055564881302e-14,7.158056829177296e-13,1.850829237434698e-14
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 5,PliqAndMelt,series,2191,9.237055564881302e-14,7.158056829177296e-13,1.850829237434698e-14
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 5,Temp,series,2191,5.329070518200751e-15,4.557900897664552e-13,6.440244552271463e-16
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 5,Gthreshold,series,2191,9.663381206337363e-13,3.6327154030112135e-15,3.6327154030112135e-15
"Snow module, band by band",CemaNeigeGR4J_Hyst / band 5,Glocalmax,series,2191,9.663381206337363e-13,3.6327154030112135e-15,3.6327154030112135e-15
Potential evapotranspiration,PE_Oudin,PE,series,10593,3.552713678800501e-15,1.8502208247398266e-14,8.881784197001252e-16
Error criteria,NSE,no transformation,scalar,1,6.661338147750939e-16,8.240367856390665e-16,6.661338147750939e-16
Error criteria,NSE,sqrt,scalar,1,3.3306690738754696e-16,3.9214555252167256e-16,3.3306690738754696e-16
Error criteria,NSE,log,scalar,1,6.661338147750939e-16,8.285647357774146e-16,6.661338147750939e-16
Error criteria,NSE,inv,scalar,1,2.0539125955565396e-15,4.787980959696271e-15,2.0539125955565396e-15
Error criteria,NSE,sort,scalar,1,4.440892098500626e-16,4.790319618448491e-16,4.440892098500626e-16
Error criteria,NSE,boxcox,scalar,1,8.881784197001252e-16,1.0599168741470621e-15,8.881784197001252e-16
Error criteria,NSE,^0.5,scalar,1,3.3306690738754696e-16,3.9214555252167256e-16,3.3306690738754696e-16
Error criteria,NSE,^2,scalar,1,4.440892098500626e-16,8.48536844587454e-16,4.440892098500626e-16
Error criteria,KGE,no transformation,scalar,1,4.440892098500626e-15,5.880843082376415e-15,4.440892098500626e-15
Error criteria,KGE,sqrt,scalar,1,1.887379141862766e-15,2.3736675792631615e-15,1.887379141862766e-15
Error criteria,KGE,log,scalar,1,2.8310687127941492e-14,2.93491561373496e-14,2.8310687127941492e-14
Error criteria,KGE,inv,scalar,1,3.58046925441613e-15,1.830168763699108e-14,3.58046925441613e-15
Error criteria,KGE,sort,scalar,1,1.7763568394002505e-15,2.300886521919688e-15,1.7763568394002505e-15
Error criteria,KGE,boxcox,scalar,1,8.881784197001252e-16,1.15709606202801e-15,8.881784197001252e-16
Error criteria,KGE,^0.5,scalar,1,1.887379141862766e-15,2.3736675792631615e-15,1.887379141862766e-15
Error criteria,KGE,^2,scalar,1,3.6637359812630166e-15,9.083400563015885e-15,3.6637359812630166e-15
Error criteria,KGE2,no transformation,scalar,1,2.4424906541753444e-15,3.3353549711607973e-15,2.4424906541753444e-15
Error criteria,KGE2,sqrt,scalar,1,2.7755575615628914e-15,3.719399193356106e-15,2.7755575615628914e-15
Error criteria,KGE2,log,scalar,1,3.9968028886505635e-15,2.44421681068415e-15,2.44421681068415e-15
Error criteria,KGE2,inv,scalar,1,2.9976021664879227e-15,7.1294660947076e-15,2.9976021664879227e-15
Error criteria,KGE2,sort,scalar,1,1.5543122344752192e-15,2.0789139785213143e-15,1.5543122344752192e-15
Error criteria,KGE2,boxcox,scalar,1,1.4432899320127035e-15,2.0243738810985774e-15,1.4432899320127035e-15
Error criteria,KGE2,^0.5,scalar,1,2.7755575615628914e-15,3.719399193356106e-15,2.7755575615628914e-15
Error criteria,KGE2,^2,scalar,1,1.887379141862766e-15,3.738520773753856e-15,1.887379141862766e-15
Error criteria,RMSE,no transformation,scalar,1,1.3322676295501878e-15,1.6878589163980447e-15,1.3322676295501878e-15
Error criteria,RMSE,sqrt,scalar,1,6.38378239159465e-16,2.714560588151687e-15,6.38378239159465e-16
Error criteria,RMSE,log,scalar,1,1.4432899320127035e-15,2.7170658557281973e-15,1.4432899320127035e-15
Error criteria,RMSE,inv,scalar,1,4.440892098500626e-15,1.4867707029476748e-15,1.4867707029476748e-15
Error criteria,RMSE,sort,scalar,1,1.6653345369377348e-15,3.4195715790690015e-15,1.6653345369377348e-15
Error criteria,RMSE,boxcox,scalar,1,1.8318679906315083e-15,3.934729331833269e-15,1.8318679906315083e-15
Error criteria,RMSE,^0.5,scalar,1,6.38378239159465e-16,2.714560588151687e-15,6.38378239159465e-16
Error criteria,RMSE,^2,scalar,1,4.085620730620576e-14,2.841125066433602e-15,2.841125066433602e-15
Error criteria,Composite_NSE,|log,scalar,1,6.661338147750939e-16,8.258420140299041e-16,6.661338147750939e-16
Parameter transformations,GR4J,"set 1, transformed to real",scalar,4,4.547473508864641e-13,1.1439673311808856e-16,1.1439673311808856e-16
Parameter transformations,GR4J,"set 1, real back to transformed",scalar,4,0.0,0.0,0.0
Parameter transformations,GR4J,"set 2, transformed to real",scalar,4,3.552713678800501e-15,2.092210899590383e-16,2.092210899590383e-16
Parameter transformations,GR4J,"set 2, real back to transformed",scalar,4,4.440892098500626e-16,1.5680698305856584e-16,1.5680698305856584e-16
Parameter transformations,GR4J,"set 3, transformed to real",scalar,4,5.551115123125783e-17,1.2914079382777884e-16,5.551115123125783e-17
Parameter transformations,GR4J,"set 3, real back to transformed",scalar,4,4.440892098500626e-16,2.629865290878722e-16,2.220446049250313e-16
Parameter transformations,GR4J,"set 4, transformed to real",scalar,4,1.1102230246251565e-16,2.3583219401267646e-16,1.1102230246251565e-16
Parameter transformations,GR4J,"set 4, real back to transformed",scalar,4,1.1102230246251565e-16,1.4736376917460047e-16,1.1102230246251565e-16
Parameter transformations,GR4J,"set 5, transformed to real",scalar,4,0.0,0.0,0.0
Parameter transformations,GR4J,"set 5, real back to transformed",scalar,4,8.881784197001252e-16,1.1621413230072108e-16,1.1621413230072108e-16
Parameter transformations,GR5J,"set 1, transformed to real",scalar,5,0.0,0.0,0.0
Parameter transformations,GR5J,"set 1, real back to transformed",scalar,5,0.0,0.0,0.0
Parameter transformations,GR5J,"set 2, transformed to real",scalar,5,4.547473508864641e-13,1.6715588722721019e-16,1.6715588722721019e-16
Parameter transformations,GR5J,"set 2, real back to transformed",scalar,5,1.6653345369377348e-16,5.86485657765071e-16,1.6653345369377348e-16
Parameter transformations,GR5J,"set 3, transformed to real",scalar,5,1.4210854715202004e-14,1.2329759751026672e-16,1.2329759751026672e-16
Parameter transformations,GR5J,"set 3, real back to transformed",scalar,5,0.0,0.0,0.0
Parameter transformations,GR5J,"set 4, transformed to real",scalar,5,4.336808689942018e-19,1.49235766771901e-16,4.336808689942018e-19
Parameter transformations,GR5J,"set 4, real back to transformed",scalar,5,1.7763568394002505e-15,1.8046054573492508e-16,1.8046054573492508e-16
Parameter transformations,GR5J,"set 5, transformed to real",scalar,5,0.0,0.0,0.0
Parameter transformations,GR5J,"set 5, real back to transformed",scalar,5,0.0,0.0,0.0
Parameter transformations,GR6J,"set 1, transformed to real",scalar,6,1.8189894035458565e-12,1.9469052198824386e-16,1.9469052198824386e-16
Parameter transformations,GR6J,"set 1, real back to transformed",scalar,6,0.0,0.0,0.0
Parameter transformations,GR6J,"set 2, transformed to real",scalar,6,0.0,0.0,0.0
Parameter transformations,GR6J,"set 2, real back to transformed",scalar,6,8.881784197001252e-16,1.5614507340932912e-16,1.5614507340932912e-16
Parameter transformations,GR6J,"set 3, transformed to real",scalar,6,2.842170943040401e-14,1.590492786799366e-16,1.590492786799366e-16
Parameter transformations,GR6J,"set 3, real back to transformed",scalar,6,8.881784197001252e-16,1.3522528422978007e-16,1.3522528422978007e-16
Parameter transformations,GR6J,"set 4, transformed to real",scalar,6,0.0,0.0,0.0
Parameter transformations,GR6J,"set 4, real back to transformed",scalar,6,8.881784197001252e-16,1.431550501792726e-16,1.431550501792726e-16
Parameter transformations,GR6J,"set 5, transformed to real",scalar,6,8.673617379884035e-19,1.8314808273833855e-16,8.673617379884035e-19
Parameter transformations,GR6J,"set 5, real back to transformed",scalar,6,1.7763568394002505e-15,1.945395385155761e-16,1.945395385155761e-16
Parameter transformations,GR4H,"set 1, transformed to real",scalar,4,0.0,0.0,0.0
Parameter transformations,GR4H,"set 1, real back to transformed",scalar,4,0.0,0.0,0.0
Parameter transformations,GR4H,"set 2, transformed to real",scalar,4,6.776263578034403e-21,1.4320696664723253e-16,6.776263578034403e-21
Parameter transformations,GR4H,"set 2, real back to transformed",scalar,4,1.7763568394002505e-15,2.7237251233061743e-16,2.7237251233061743e-16
Parameter transformations,GR4H,"set 3, transformed to real",scalar,4,0.0,0.0,0.0
Parameter transformations,GR4H,"set 3, real back to transformed",scalar,4,4.440892098500626e-16,1.746095064138663e-16,1.746095064138663e-16
Parameter transformations,GR4H,"set 4, transformed to real",scalar,4,3.469446951953614e-18,1.9584066626084257e-16,3.469446951953614e-18
Parameter transformations,GR4H,"set 4, real back to transformed",scalar,4,0.0,0.0,0.0
Parameter transformations,GR4H,"set 5, transformed to real",scalar,4,9.094947017729282e-13,1.5895522950588523e-16,1.5895522950588523e-16
Parameter transformations,GR4H,"set 5, real back to transformed",scalar,4,0.0,0.0,0.0
Parameter transformations,GR5H,"set 1, transformed to real",scalar,5,2.220446049250313e-16,1.643359740836073e-16,1.643359740836073e-16
Parameter transformations,GR5H,"set 1, real back to transformed",scalar,5,4.440892098500626e-16,5.533310220909304e-16,1.6653345369377348e-16
Parameter transformations,GR5H,"set 2, transformed to real",scalar,5,0.0,0.0,0.0
Parameter transformations,GR5H,"set 2, real back to transformed",scalar,5,8.881784197001252e-16,1.5716664049962635e-16,1.5716664049962635e-16
Parameter transformations,GR5H,"set 3, transformed to real",scalar,5,1.8189894035458565e-12,1.7607032990917828e-16,1.7607032990917828e-16
Parameter transformations,GR5H,"set 3, real back to transformed",scalar,5,0.0,0.0,0.0
Parameter transformations,GR5H,"set 4, transformed to real",scalar,5,0.0,0.0,0.0
Parameter transformations,GR5H,"set 4, real back to transformed",scalar,5,8.881784197001252e-16,2.040316407255978e-16,2.040316407255978e-16
Parameter transformations,GR5H,"set 5, transformed to real",scalar,5,0.0,0.0,0.0
Parameter transformations,GR5H,"set 5, real back to transformed",scalar,5,4.440892098500626e-16,1.5399476263199831e-16,1.5399476263199831e-16
Parameter transformations,GR2M,"set 1, transformed to real",scalar,2,6.938893903907228e-18,1.214905928685106e-16,6.938893903907228e-18
Parameter transformations,GR2M,"set 1, real back to transformed",scalar,2,0.0,0.0,0.0
Parameter transformations,GR2M,"set 2, transformed to real",scalar,2,0.0,0.0,0.0
Parameter transformations,GR2M,"set 2, real back to transformed",scalar,2,0.0,0.0,0.0
Parameter transformations,GR2M,"set 3, transformed to real",scalar,2,0.0,0.0,0.0
Parameter transformations,GR2M,"set 3, real back to transformed",scalar,2,0.0,0.0,0.0
Parameter transformations,GR2M,"set 4, transformed to real",scalar,2,0.0,0.0,0.0
Parameter transformations,GR2M,"set 4, real back to transformed",scalar,2,0.0,0.0,0.0
Parameter transformations,GR2M,"set 5, transformed to real",scalar,2,0.0,0.0,0.0
Parameter transformations,GR2M,"set 5, real back to transformed",scalar,2,0.0,0.0,0.0
Parameter transformations,GR1A,"set 1, transformed to real",scalar,1,0.0,0.0,0.0
Parameter transformations,GR1A,"set 1, real back to transformed",scalar,1,0.0,0.0,0.0
Parameter transformations,GR1A,"set 2, transformed to real",scalar,1,0.0,0.0,0.0
Parameter transformations,GR1A,"set 2, real back to transformed",scalar,1,0.0,0.0,0.0
Parameter transformations,GR1A,"set 3, transformed to real",scalar,1,0.0,0.0,0.0
Parameter transformations,GR1A,"set 3, real back to transformed",scalar,1,0.0,0.0,0.0
Parameter transformations,GR1A,"set 4, transformed to real",scalar,1,0.0,0.0,0.0
Parameter transformations,GR1A,"set 4, real back to transformed",scalar,1,0.0,0.0,0.0
Parameter transformations,GR1A,"set 5, transformed to real",scalar,1,0.0,0.0,0.0
Parameter transformations,GR1A,"set 5, real back to transformed",scalar,1,0.0,0.0,0.0
Parameter transformations,CemaNeige,"set 1, transformed to real",scalar,2,0.0,0.0,0.0
Parameter transformations,CemaNeige,"set 1, real back to transformed",scalar,2,0.0,0.0,0.0
Parameter transformations,CemaNeige,"set 2, transformed to real",scalar,2,1.1102230246251565e-16,1.1252590397082122e-16,1.1102230246251565e-16
Parameter transformations,CemaNeige,"set 2, real back to transformed",scalar,2,8.881784197001252e-16,1.6806075777852531e-16,1.6806075777852531e-16
Parameter transformations,CemaNeige,"set 3, transformed to real",scalar,2,0.0,0.0,0.0
Parameter transformations,CemaNeige,"set 3, real back to transformed",scalar,2,0.0,0.0,0.0
Parameter transformations,CemaNeige,"set 4, transformed to real",scalar,2,4.336808689942018e-19,1.778181485772223e-16,4.336808689942018e-19
Parameter transformations,CemaNeige,"set 4, real back to transformed",scalar,2,0.0,0.0,0.0
Parameter transformations,CemaNeige,"set 5, transformed to real",scalar,2,0.0,0.0,0.0
Parameter transformations,CemaNeige,"set 5, real back to transformed",scalar,2,0.0,0.0,0.0
Parameter transformations,CemaNeigeHyst,"set 1, transformed to real",scalar,4,8.470329472543003e-22,1.2330981699216148e-16,8.470329472543003e-22
Parameter transformations,CemaNeigeHyst,"set 1, real back to transformed",scalar,4,0.0,0.0,0.0
Parameter transformations,CemaNeigeHyst,"set 2, transformed to real",scalar,4,0.0,0.0,0.0
Parameter transformations,CemaNeigeHyst,"set 2, real back to transformed",scalar,4,0.0,0.0,0.0
Parameter transformations,CemaNeigeHyst,"set 3, transformed to real",scalar,4,0.0,0.0,0.0
Parameter transformations,CemaNeigeHyst,"set 3, real back to transformed",scalar,4,4.440892098500626e-16,1.2445450615688082e-16,1.2445450615688082e-16
Parameter transformations,CemaNeigeHyst,"set 4, transformed to real",scalar,4,0.0,0.0,0.0
Parameter transformations,CemaNeigeHyst,"set 4, real back to transformed",scalar,4,0.0,0.0,0.0
Parameter transformations,CemaNeigeHyst,"set 5, transformed to real",scalar,4,0.0,0.0,0.0
Parameter transformations,CemaNeigeHyst,"set 5, real back to transformed",scalar,4,0.0,0.0,0.0
Series aggregation,monthly total,P,series,348,2.842170943040401e-14,3.548278330886891e-16,3.548278330886891e-16
Series aggregation,monthly total,E,series,348,1.4210854715202004e-14,2.1930331350620382e-16,2.1930331350620382e-16
Series aggregation,monthly total,Qmm,series,316,2.842170943040401e-14,6.157642954105137e-16,6.157642954105137e-16
Series aggregation,monthly mean,P,series,348,2.6645352591003757e-15,6.938893903907232e-16,6.286194294681254e-16
Series aggregation,monthly mean,E,series,348,2.6645352591003757e-15,6.092687330260006e-16,5.900042359436547e-16
Series aggregation,monthly mean,Qmm,series,316,2.6645352591003757e-15,2.1339852283841717e-15,8.525579965661733e-16
Series aggregation,calendar year,P,series,29,2.2737367544323206e-13,2.395171973488171e-16,2.395171973488171e-16
Series aggregation,calendar year,E,series,29,1.1368683772161603e-13,1.8932029595606329e-16,1.8932029595606329e-16
Series aggregation,calendar year,Qmm,series,20,1.1368683772161603e-13,2.0213227069077742e-16,2.0213227069077742e-16
Series aggregation,hydrological year (Sept.),P,series,28,2.2737367544323206e-13,2.471990383161905e-16,2.471990383161905e-16
Series aggregation,hydrological year (Sept.),E,series,28,1.1368683772161603e-13,1.863718651174033e-16,1.863718651174033e-16
Series aggregation,hydrological year (Sept.),Qmm,series,20,1.1368683772161603e-13,2.776979136234e-16,2.776979136234e-16
Semi-distributed routing,RunModel_Lag,Qsim,series,2131,1.9539925233402755e-14,3.4997650684392797e-14,9.177889462923747e-15
Semi-distributed routing,RunModel_Lag,Qsim_m3,series,2131,1.4901161193847656e-08,3.548163012197202e-14,3.548163012197202e-14
