code,config,d_param_max,d_param_rel_max,d_param_span_max,d_crit_calib,d_nse_cal,d_kge_cal,d_nse_val,d_kge_val,nse_cal_R,nse_val_R,kge_cal_R,kge_val_R,n_runs_R,n_runs_HS,n_iter_R,n_iter_HS
J172172001,GR4J_KGE,4.08028347141726e-16,4.08028347141726e-16,4.072849323456161e-20,3.1180939169986626e-15,1.5636596772211506e-15,3.1180939169986626e-15,4.780262460286926e-16,3.225686396885153e-15,0.923020496747501,0.929005914506642,0.961357241405121,0.929291257012003,280,280,27,27
J172172001,GR5J_NSE,1.0918266719938513e-15,1.0918266719938513e-15,2.606623567011943e-17,5.988208484044731e-16,5.988208484044731e-16,4.2514522766485265e-15,2.4081054156513303e-16,3.4870757728695042e-15,0.927007658119526,0.922071780919001,0.940102964486595,0.8914702952934,551,551,33,33
J172172001,GR6J_NSE,1.3561057663972203e-16,1.3561057663972203e-16,2.606623567011943e-18,7.145224379476579e-16,7.145224379476579e-16,2.927918035523338e-15,5.991295852825064e-16,5.533713192359365e-15,0.932278371395093,0.926529962713872,0.947962862309698,0.90283024022846,1458,1458,62,62
J172172001,CemaNeigeGR4J_NSE,8.683087394767551e-16,8.683087394767551e-16,1.140397810567725e-16,2.3923911022579727e-16,2.3923911022579727e-16,2.831147564937584e-15,1.079433071610391e-15,5.103245788512306e-15,0.928128367955651,0.925671770156113,0.94115025726648,0.891964563260848,1036,1036,28,28
J181301001,GR4J_NSE,2.1802620463033737e-16,2.1802620463033737e-16,2.0364246617280804e-20,0.0,0.0,3.8566165135440505e-15,1.978731120531905e-15,8.520524441846315e-15,0.892476232096698,0.897725224497781,0.921199623121388,0.82088903128865,232,232,21,21
J181301001,GR4J_KGE,3.9052094648764944e-16,3.9052094648764944e-16,2.606623567011943e-18,7.890520620026197e-15,0.0,7.890520620026197e-15,6.124306530417197e-16,2.421357319740643e-15,0.886029080205412,0.906407132881971,0.942712733822607,0.871174084712843,186,186,15,15
J181301001,GR5J_NSE,7.479368918307038e-16,7.479368918307038e-16,2.0852988536095543e-17,0.0,0.0,1.9135123956608834e-15,1.619934623405834e-15,4.614423448744793e-15,0.888603353038198,0.890955666456623,0.92832261940312,0.818034652791203,705,705,48,48
J181301001,GR6J_NSE,1.602989522651537e-16,1.602989522651537e-16,4.072849323456161e-20,8.686136782672086e-16,8.686136782672086e-16,3.555148266832829e-16,2.7434005276218864e-15,7.733642043487038e-15,0.894708587582863,0.890315004893804,0.936857994066914,0.818278271062831,1775,1775,86,86
J181301001,CemaNeigeGR4J_NSE,2.1802620463033737e-16,2.1802620463033737e-16,2.0364246617280804e-20,6.224044964658086e-16,6.224044964658086e-16,2.6508065393442416e-15,1.6048435761190053e-15,3.381126919894598e-15,0.89188223328183,0.899333712948531,0.921414149966436,0.820897182306725,993,994,26,26
J221311001,GR4J_NSE,2.345772990697633e-16,2.345772990697633e-16,6.516558917529857e-19,3.2238943379086e-15,3.2238943379086e-15,1.0280868156622271e-14,1.7364037759184415e-15,7.438862802681676e-15,0.826495840068043,0.767256814357886,0.874712754065539,0.641759249030266,267,267,25,25
J221311001,GR4J_KGE,2.2790540528837597e-16,2.2790540528837597e-16,2.0364246617280804e-20,9.66740717648002e-15,3.403949718205434e-15,9.66740717648002e-15,2.7956275934691615e-16,3.2061388151527664e-15,0.815393231785506,0.794256736640272,0.907250696533943,0.692560795794649,413,413,41,41
J221311001,GR5J_NSE,1.0216909702657318e-15,1.0216909702657318e-15,5.551115123125783e-17,4.045773695038031e-15,4.045773695038031e-15,1.0100008591316302e-14,7.241507469602014e-16,6.192816426613434e-15,0.823246509798705,0.766568997743624,0.868391528110143,0.645393406378789,603,603,38,38
J221311001,GR6J_NSE,2.1562273751909277e-16,2.1562273751909277e-16,1.6291397293824643e-19,2.7554800791936035e-15,2.7554800791936035e-15,9.934934912878168e-15,0.0,4.683074306807831e-15,0.846120561464969,0.787384965272051,0.893995207305106,0.663799945354572,1900,1900,96,96
J221311001,CemaNeigeGR4J_NSE,7.806914885543661e-16,7.806914885543661e-16,4.887419188147393e-17,3.4992261725534404e-15,3.4992261725534404e-15,1.1559173384705742e-14,2.019567905857348e-15,7.065685123661308e-15,0.824919488390493,0.76962613139536,0.874026990325841,0.644228312088216,1062,1062,30,30
J223301001,GR4J_NSE,1.165191607285712e-16,1.165191607285712e-16,2.606623567011943e-18,4.833521013586295e-16,4.833521013586295e-16,3.4457470067340332e-15,1.9748351701924928e-15,2.3527954920839685e-15,0.91876958557084,0.899496254782167,0.93438281020655,0.802185803319028,202,202,17,17
J223301001,GR4J_KGE,0.0,0.0,0.0,1.508038440950752e-15,7.284423884101446e-16,1.508038440950752e-15,8.505349723070631e-16,2.381301859279066e-15,0.914463278597719,0.913726234124842,0.957064417471197,0.839205427291059,173,173,13,13
J223301001,GR5J_NSE,8.421673928102877e-16,8.421673928102877e-16,1.82463649690836e-17,4.835358701356195e-16,4.835358701356195e-16,3.4684179524341795e-15,2.2163804484660606e-15,1.5215587668260306e-15,0.918420405347605,0.901650908222169,0.928275316172137,0.802627774696595,914,914,68,68
J223301001,GR6J_NSE,1.5551696429943372e-16,1.5551696429943372e-16,2.606623567011943e-18,0.0,0.0,2.3626135389694815e-15,8.544501642011873e-16,3.263081476825509e-15,0.924071591901262,0.909539432254848,0.939826176658084,0.816570250551197,1341,1341,53,53
J223301001,CemaNeigeGR4J_NSE,7.859773104320092e-16,7.859773104320092e-16,4.072849323456161e-17,8.455591983211839e-16,8.455591983211839e-16,1.6606641746660676e-15,2.2103663599919054e-15,3.863511899898822e-15,0.919103143553538,0.904104170465479,0.935958189612759,0.804611076526475,1038,1038,28,28
J251401001,GR4J_NSE,1.5311708800845447e-16,1.5311708800845447e-16,5.213247134023886e-18,0.0,0.0,2.201294547122537e-15,1.7924230139269625e-15,1.162843047468388e-14,0.826074326533025,0.805217251060979,0.857395092505857,0.677871660496203,248,249,23,23
J251401001,GR4J_KGE,1.2263025171586216e-16,1.2263025171586216e-16,6.516558917529857e-19,6.280158129347807e-15,2.7506949550661554e-16,6.280158129347807e-15,1.3131243043467886e-16,1.1086687347024836e-14,0.807230930918296,0.845482046863366,0.901591537819496,0.75105145694608,515,515,53,53
J251401001,GR5J_NSE,8.75506628483292e-16,8.75506628483292e-16,3.64927299381672e-17,5.379295600849974e-16,5.379295600849974e-16,4.0643183597931465e-15,3.496192113679342e-15,1.5440465163219748e-14,0.825552716939171,0.793880161991995,0.874122882190094,0.668702271587581,868,868,64,64
J251401001,GR6J_NSE,1.7083427212278092e-16,1.7083427212278092e-16,8.6822996795636e-19,1.062659493045501e-15,1.062659493045501e-15,2.586697725524674e-15,2.774620612810992e-16,8.543708141986392e-15,0.835807166371491,0.80027014828552,0.858409557228001,0.662725988703058,1376,1376,56,56
J251401001,CemaNeigeGR4J_NSE,1.8129787392423898e-15,1.8129787392423898e-15,7.168214809282844e-16,5.377474093597131e-16,5.377474093597131e-16,3.884645292805934e-15,2.758186592510534e-16,1.228978692619049e-14,0.82583235571294,0.805038373864778,0.857393358421582,0.6775278314178,1301,1301,49,49
J261401002,GR4J_NSE,2.8339799967323345e-16,2.8339799967323345e-16,1.3033117835059715e-18,2.4148120984279275e-16,2.4148120984279275e-16,1.059570308454077e-15,3.769031234692388e-16,5.269116159842399e-15,0.919510901364065,0.883693677892087,0.943024463964533,0.758533835164133,200,200,17,17
J261401002,GR4J_KGE,1.5565174635560131e-16,1.5565174635560131e-16,2.606623567011943e-18,4.637392429668452e-16,8.486441832489415e-16,4.637392429668452e-16,4.972556690209923e-16,5.25063543767743e-15,0.91576202674524,0.893080235212592,0.957626978059764,0.782348201445526,282,282,27,27
J261401002,GR5J_NSE,8.789028381600488e-16,8.789028381600488e-16,1.82463649690836e-17,1.2082455506604174e-16,1.2082455506604174e-16,1.896805033823169e-15,1.0027265447204451e-15,6.2540369661908004e-15,0.918872015724219,0.88576334632464,0.936499433376057,0.763340388247799,666,666,44,44
J261401002,GR6J_NSE,1.2409905921210304e-16,1.2409905921210304e-16,6.516558917529857e-19,7.225545057186356e-16,7.225545057186356e-16,2.3677895565136197e-16,7.503001521658428e-16,3.6275208602966236e-15,0.921914969048007,0.887823110327525,0.937771704897517,0.765138966378248,1579,1579,70,70
J261401002,CemaNeigeGR4J_NSE,1.431949418292989e-16,1.431949418292989e-16,2.606623567011943e-18,1.207473002101487e-16,1.207473002101487e-16,2.3560019503934575e-15,6.277509022222369e-16,6.146177188440558e-15,0.919459915619582,0.884286283536168,0.94246358704393,0.758672677415726,984,985,25,25
J320571001,GR4J_NSE,1.7115781951801321e-16,1.7115781951801321e-16,1.3033117835059715e-18,3.5636282454756246e-16,3.5636282454756246e-16,7.129500345039604e-16,0.0,2.7809646862676877e-15,0.934628654968172,0.891768047155924,0.934334501068593,0.798444532652573,502,503,52,52
J320571001,GR4J_KGE,2.0752264084332905e-16,2.0752264084332905e-16,1.0182123308640402e-20,1.0365405373789694e-15,4.784700130822391e-16,1.0365405373789694e-15,1.1256256804804255e-15,4.796310810984898e-15,0.928144288477558,0.887684724584619,0.96397650273211,0.810160295969252,224,224,20,20
J320571001,GR5J_NSE,9.42718959826171e-16,9.42718959826171e-16,1.3033117835059715e-17,2.382377599377717e-16,2.382377599377717e-16,1.320999940136487e-15,1.8779695366653442e-15,4.7799712939347396e-15,0.932029435564832,0.886773988834143,0.924485527956566,0.789703128241646,1058,1058,81,81
J320571001,GR6J_NSE,1.6197411157459587e-16,1.6197411157459587e-16,5.213247134023886e-18,4.733250900448411e-16,4.733250900448411e-16,2.409153641413459e-16,1.2462436726755288e-16,3.3980703100012227e-15,0.938232980229278,0.890855495572264,0.921670586334033,0.784131879572385,2012,2012,108,108
J320571001,CemaNeigeGR4J_NSE,2.516176145782225e-15,2.516176145782225e-15,1.3033117835059715e-15,4.750863097860496e-16,4.750863097860496e-16,2.378686605613149e-15,1.2460381064136605e-16,2.0877016534215044e-15,0.934754802869512,0.891002465262153,0.933475660059873,0.797687990622818,1448,1450,60,60
J421191001,GR4J_NSE,1.939978385350148e-16,1.939978385350148e-16,1.0182123308640402e-20,5.798193250102689e-16,5.798193250102689e-16,2.304772429281197e-16,3.483273066968089e-16,4.971255480350907e-16,0.957387048634067,0.956189483236395,0.963412274912893,0.893313996042536,282,283,27,27
J421191001,GR4J_KGE,0.0,0.0,0.0,1.930423523081861e-15,5.808637605047175e-16,1.930423523081861e-15,6.961084528670321e-16,1.217398876749872e-16,0.955665596748947,0.956939701035833,0.977702104898527,0.911963240502697,654,654,68,68
J421191001,GR5J_NSE,8.157901069412149e-16,8.157901069412149e-16,1.0426494268047772e-17,2.3178523846960263e-16,2.3178523846960263e-16,0.0,6.96697193279336e-16,0.0,0.957975608762295,0.956131044018735,0.953303583705522,0.901290047554658,606,607,38,38
J421191001,GR6J_NSE,1.2974979683849603e-16,1.2974979683849603e-16,1.6291397293824643e-19,1.154133788754745e-16,1.154133788754745e-16,5.7863328899307575e-16,3.463108774899626e-16,8.562563296635861e-16,0.961953488791827,0.961756990717684,0.959349423671373,0.907620872762419,1162,1162,38,38
J421191001,CemaNeigeGR4J_NSE,1.9488317792545693e-15,1.9488317792545693e-15,1.5639741402071658e-15,0.0,0.0,1.4977400751900164e-15,5.804924317008528e-16,1.3667105084742136e-15,0.957359828034936,0.95627691593858,0.963645131702572,0.89356547675269,1025,1027,27,27
J471201002,GR4J_NSE,0.0,0.0,0.0,4.733293970381576e-16,4.733293970381576e-16,8.08623841746949e-16,1.3333293772901198e-15,2.1892436908949577e-15,0.938224442912136,0.915936712929667,0.961084842067782,0.862114688151144,187,187,15,15
J471201002,GR4J_KGE,0.0,0.0,0.0,1.3758889995306052e-15,0.0,1.3758889995306052e-15,7.217766081415746e-16,3.0350874820931764e-15,0.936681467580325,0.922908566530371,0.968295865440236,0.877910529703333,201,201,17,17
J471201002,GR5J_NSE,9.418948844222928e-16,9.418948844222928e-16,1.82463649690836e-17,4.736438197996764e-16,4.736438197996764e-16,2.3279665396377342e-15,1.0877800470556888e-15,3.72561105735103e-15,0.937601613883374,0.918568716963685,0.953813558504087,0.864192939587788,612,612,38,38
J471201002,GR6J_NSE,3.234577931408016e-16,3.234577931408016e-16,3.2582794587649287e-19,4.689897367132661e-16,4.689897367132661e-16,0.0,1.307482924662385e-15,4.985220453823296e-16,0.94690603031591,0.934043041061526,0.967496258483479,0.8908115778701,2123,2123,115,115
J471201002,CemaNeigeGR4J_NSE,1.0678474385308967e-15,1.0678474385308967e-15,5.701989052838625e-17,2.3671282051244467e-16,2.3671282051244467e-16,1.2704591808525603e-15,1.9372811597446512e-15,2.4418571187519163e-15,0.938033708712274,0.916932903861197,0.961262939804282,0.863860432532583,1001,1001,25,25
J570481001,GR4J_NSE,2.560205860652292e-16,2.560205860652292e-16,5.091061654320201e-21,3.496091756766663e-16,3.496091756766663e-16,4.738565245163326e-16,0.0,2.0671356041769707e-15,0.952683540822114,0.935305467475153,0.93718074327107,0.859332515878902,306,306,30,30
J570481001,GR4J_KGE,2.296581228291493e-16,2.296581228291493e-16,5.091061654320201e-21,1.8350517437445675e-15,2.365842231468678e-16,1.8350517437445675e-15,4.731245512112096e-16,2.616624792391919e-15,0.938543584908405,0.93863066017856,0.968014578038794,0.891021272324481,412,412,41,41
J570481001,GR5J_NSE,1.0888262544478779e-15,1.0888262544478779e-15,1.3033117835059715e-17,4.649628846304157e-16,4.649628846304157e-16,5.764630766120206e-16,2.369179634267486e-16,2.0364807322588584e-15,0.955106793530531,0.937221482547836,0.962961089503027,0.872267933234959,890,890,66,66
J570481001,GR6J_NSE,1.1659151709756072e-16,1.1659151709756072e-16,1.3033117835059715e-18,3.488992610213835e-16,3.488992610213835e-16,8.053691075303788e-16,1.1815767015368113e-16,2.5406208776265255e-15,0.954621991495516,0.939611472688274,0.96496886951713,0.873977722848864,2196,2196,120,120
J570481001,CemaNeigeGR4J_NSE,1.7366174789535116e-15,1.7366174789535116e-15,2.28079562113545e-16,3.495809263571229e-16,3.495809263571229e-16,0.0,2.3744076217265234e-16,2.5831219235018876e-16,0.95276052632029,0.935157901673067,0.937169367227898,0.859597849040009,1169,1168,39,39
J813301001,GR4J_NSE,3.108216539076409e-16,3.108216539076409e-16,5.091061654320201e-21,3.6327725268585337e-16,3.6327725268585337e-16,8.606296245214513e-15,1.7503770930247625e-15,7.67063532362802e-15,0.916839424778322,0.887987074710438,0.94170916836266,0.79605226657422,216,216,19,19
J813301001,GR4J_KGE,2.5852783882715023e-16,2.5852783882715023e-16,5.091061654320201e-21,3.944822736387133e-15,0.0,3.944822736387133e-15,1.1140476783982801e-15,3.988203502544985e-15,0.913720028990285,0.896910196518016,0.956889202880291,0.83513017120367,262,262,24,24
J813301001,GR5J_NSE,1.0864174536394783e-15,1.0864174536394783e-15,5.551115123125783e-17,6.050370931603935e-16,6.050370931603935e-16,1.3081535764498235e-15,8.717843090577424e-16,5.647743870935306e-15,0.917483437937614,0.891454582473031,0.933564184720566,0.805970402515671,592,593,37,37
J813301001,GR6J_NSE,1.6753229926391462e-16,1.6753229926391462e-16,1.6291397293824643e-19,0.0,0.0,2.6818935585698212e-15,1.0942607802974057e-15,4.536930910202132e-15,0.932947334790829,0.913128515755697,0.952130612521243,0.832007001745891,1750,1750,84,84
J813301001,CemaNeigeGR4J_NSE,8.045257560827807e-16,8.045257560827807e-16,2.8509945264193126e-17,7.257721583190827e-16,7.257721583190827e-16,4.82640487513705e-15,1.4965892841827674e-15,6.680291704437931e-15,0.917827733042125,0.890202571694672,0.943127341929408,0.797730212089463,978,978,23,23
K066331001,GR4J_NSE,2.0853260622099248e-16,2.0853260622099248e-16,1.3033117835059715e-18,3.781446271147889e-16,3.781446271147889e-16,6.461671117409026e-16,1.1553236336526003e-15,3.357224815396139e-15,0.880792383403194,0.768770233576989,0.859083512958432,0.760602312042828,201,201,17,17
K066331001,GR4J_KGE,2.112279829356767e-16,2.112279829356767e-16,3.2582794587649287e-19,2.389552505058866e-15,3.8705220363171587e-16,2.389552505058866e-15,1.5983739502280911e-15,4.80758158099917e-15,0.860521925110814,0.764054823912388,0.929230910201579,0.808260977108673,485,485,49,49
K066331001,GR5J_NSE,3.1678160636157343e-16,3.1678160636157343e-16,6.516558917529857e-19,1.2550810399736157e-16,1.2550810399736157e-16,1.2493073606227906e-15,1.0063120384920423e-15,4.601686299082418e-15,0.884582739492659,0.772281447017346,0.888670842435204,0.772046038755166,891,891,65,65
K066331001,GR6J_NSE,5.690224613425116e-16,5.690224613425116e-16,1.2218547970368482e-19,7.530603889331936e-16,7.530603889331936e-16,1.3682079785728189e-15,1.6041566576273506e-15,6.1876399496656876e-15,0.884568919789763,0.761300538373834,0.892587491239129,0.753588887097025,2307,2307,129,129
K066331001,CemaNeigeGR4J_NSE,9.134873035337382e-16,9.134873035337382e-16,5.701989052838625e-17,8.647088317275032e-16,8.647088317275032e-16,1.5546793126590024e-15,1.3929544446657141e-16,2.872823261344446e-16,0.898748906825686,0.797027518650541,0.856940475570863,0.772914254464499,1084,1084,32,32
K075321001,GR4J_NSE,3.017062663124823e-16,3.017062663124823e-16,6.516558917529857e-19,7.714339752808899e-16,7.714339752808899e-16,4.330641265567138e-15,1.5944870658100425e-15,2.7927484900090756e-15,0.863500748113337,0.835546213022029,0.871639568425715,0.755321775066448,275,276,26,26
K075321001,GR4J_KGE,9.358943040145772e-16,9.358943040145772e-16,4.5615912422709e-18,2.411727887285535e-16,1.0520434620915854e-15,2.411727887285535e-16,6.574408754704353e-16,4.4636455848925365e-15,0.844241185563116,0.844351991219538,0.920686807560817,0.820794552699959,466,467,47,47
K075321001,GR5J_NSE,9.04141974213583e-16,9.04141974213583e-16,1.3033117835059715e-17,2.563191486500135e-16,2.563191486500135e-16,5.2512936604217395e-15,1.324197808771611e-15,5.5329524517576764e-15,0.866281766674476,0.838411766936129,0.887959616231245,0.762494803698408,501,501,28,28
K075321001,GR6J_NSE,5.444968532845964e-16,5.444968532845964e-16,2.606623567011943e-18,6.428658818230212e-16,6.428658818230212e-16,4.2567770874833115e-15,1.3305086510022815e-15,4.820770484573832e-15,0.863495058624683,0.834435028880735,0.886764377403009,0.759989713882199,1678,1678,80,80
K075321001,CemaNeigeGR4J_NSE,2.9070208829272444e-16,2.9070208829272444e-16,2.0364246617280804e-20,6.297010100951598e-16,6.297010100951598e-16,4.754426855518501e-15,1.6553871479167611e-15,2.4061761098205624e-15,0.881547755860659,0.871874554438233,0.887351435153271,0.784389444380077,1093,1095,35,35
K125181001,GR4J_NSE,5.766447983933978e-16,5.766447983933978e-16,9.774838376294785e-19,3.7663464132572377e-16,3.7663464132572377e-16,4.040827960495568e-15,2.510904902909468e-16,1.135472752427852e-15,0.884323614564975,0.884321045642712,0.824254114858925,0.78221024485267,256,256,24,24
K125181001,GR4J_KGE,5.272172535818729e-16,5.272172535818729e-16,4.887419188147393e-19,8.51589693020564e-16,2.6551639309597444e-16,8.51589693020564e-16,5.11265122816943e-16,3.9109758124738796e-16,0.836274560436539,0.868608457786524,0.91259455534397,0.851620985037149,515,515,53,53
K125181001,GR5J_NSE,7.811902340830384e-16,7.811902340830384e-16,9.1231824845418e-18,1.2328574234391535e-16,1.2328574234391535e-16,0.0,4.912540350651553e-16,3.990307243610888e-16,0.900528320240066,0.903990966285219,0.904581837981103,0.834689879885414,408,408,20,20
K125181001,GR6J_NSE,5.361292119524823e-16,5.361292119524823e-16,3.0546369925921205e-20,1.2264366212606375e-16,1.2264366212606375e-16,3.500909648602281e-15,1.5901043070742598e-15,2.2406662095122154e-15,0.905242884450053,0.907669972083976,0.91966005826468,0.842329452664724,1730,1730,83,83
K125181001,CemaNeigeGR4J_NSE,4.164479018277342e-16,4.164479018277342e-16,6.516558917529857e-19,2.4344274573678634e-16,2.4344274573678634e-16,3.82664539137342e-15,1.2596774139669753e-16,2.0534394644588065e-15,0.912101957497263,0.88135502972054,0.841375785347435,0.810997628983741,1030,1031,29,29
K152401001,GR4J_NSE,0.0,0.0,0.0,2.8208864553352124e-16,2.8208864553352124e-16,1.9496139398759826e-15,0.0,3.4082491318778344e-15,0.787144780340495,0.840642693935741,0.740295246403764,0.814364635379119,274,274,26,26
K152401001,GR4J_KGE,4.090668046494739e-16,4.090668046494739e-16,9.774838376294785e-19,6.638537772304406e-16,1.2627183687130762e-15,6.638537772304406e-16,0.0,2.4417714363366266e-15,0.703385997786133,0.716094839630665,0.836195456518258,0.818422811646724,268,268,25,25
K152401001,GR5J_NSE,1.536855372262654e-16,1.536855372262654e-16,5.551115123125783e-17,4.1767809375603485e-16,4.1767809375603485e-16,1.120837563408444e-15,2.6249750708752246e-16,2.8686372409494987e-15,0.797424888608333,0.845892242515647,0.792423852212084,0.890148437099933,482,483,26,26
K152401001,GR6J_NSE,1.0444052982444047e-15,1.0444052982444047e-15,5.213247134023886e-18,5.515963815384379e-16,5.515963815384379e-16,3.9044202467398057e-16,1.1441365987964338e-15,0.0,0.805098120135359,0.776287045300743,0.853050866298673,0.877605456386068,1097,1096,33,33
K152401001,CemaNeigeGR4J_NSE,1.1493266798710696e-15,1.1493266798710696e-15,6.516558917529858e-17,9.76238383386458e-16,9.76238383386458e-16,5.967691670336878e-16,2.6045034615779124e-16,4.375354316862417e-15,0.79607207672141,0.852541024424317,0.744155754657133,0.811983081029233,1038,1038,28,28
K175311001,GR4J_NSE,3.141620232499279e-16,3.141620232499279e-16,1.0182123308640402e-20,2.538769107870038e-16,2.538769107870038e-16,2.196004633056548e-15,5.114766380532171e-16,2.2541276503111806e-15,0.874615199297588,0.868249254824923,0.91001695271643,0.837299139470746,265,266,25,25
K175311001,GR4J_KGE,3.2432995205188287e-16,3.2432995205188287e-16,1.3033117835059715e-18,0.0,3.8433611536814764e-16,0.0,9.000153516959005e-16,1.5166538043250137e-15,0.866603199828122,0.863492067966633,0.932765361009354,0.878425666919494,165,165,12,12
K175311001,GR5J_NSE,1.031512537589538e-15,1.031512537589538e-15,2.28079562113545e-18,1.2684618720641092e-16,1.2684618720641092e-16,3.5432373221733556e-15,7.657590789480527e-16,3.1739820988788046e-15,0.875251396258795,0.869899989550477,0.908673757545002,0.839492844033875,798,799,56,56
K175311001,GR6J_NSE,4.899758582288052e-16,4.899758582288052e-16,1.3033117835059715e-18,1.2697014504143873e-16,1.2697014504143873e-16,1.5877369847487821e-15,2.5542153238888336e-16,1.9764212305644143e-15,0.874396909811214,0.869326101242572,0.909023311717505,0.842601016010215,1160,1160,38,38
K175311001,CemaNeigeGR4J_NSE,3.1319301006046497e-16,3.1319301006046497e-16,3.2582794587649287e-19,1.2729863009464397e-16,1.2729863009464397e-16,3.2983197097479234e-15,1.0270420594363656e-15,2.486783252664011e-15,0.872140590829397,0.864792645578266,0.908827048399446,0.848253962032292,1048,1049,31,31
K222302001,GR4J_NSE,1.4722160944577126e-16,1.4722160944577126e-16,2.606623567011943e-18,0.0,0.0,7.956586683541498e-16,4.468127004927438e-16,9.887423286948572e-16,0.685321640362476,0.745428469289798,0.69767544097879,0.673718314107572,323,323,32,32
K222302001,GR4J_KGE,1.163144875714691e-16,1.163144875714691e-16,1.3033117835059715e-18,5.687164279657171e-16,7.379605165912931e-16,5.687164279657171e-16,7.116047537102778e-16,1.6774845251804239e-15,0.60177909233051,0.780084041623176,0.78086228568877,0.794205615343542,335,335,33,33
K222302001,GR5J_NSE,9.250198516110622e-16,9.250198516110622e-16,1.5639741402071657e-17,1.7454120091525353e-15,1.7454120091525353e-15,2.8853608297987394e-15,4.490304537964888e-15,9.401211602117677e-15,0.699688853224193,0.741746811539203,0.76955576103984,0.75579910955312,493,494,27,27
K222302001,GR6J_NSE,1.1748417251105596e-16,1.1748417251105596e-16,8.145698646912322e-20,3.17252801532002e-16,3.17252801532002e-16,2.855563585762654e-16,3.198749989894348e-15,1.889932234741977e-15,0.699898011468413,0.728868576499733,0.777585923955983,0.763672847883749,2024,2024,106,106
K222302001,CemaNeigeGR4J_NSE,1.8278924477326392e-16,1.8278924477326392e-16,1.3877787807814457e-17,2.934916684010731e-16,2.934916684010731e-16,1.475537901784342e-16,7.114551416558352e-16,4.640575193203948e-15,0.756561868126337,0.780248085663723,0.75241918440901,0.765576147543821,1109,1109,34,34
K222303001,GR4J_NSE,1.6932987738530505e-16,1.6932987738530505e-16,1.3033117835059715e-18,1.427799507395991e-16,1.427799507395991e-16,1.5044306269222445e-15,1.243503058172705e-15,4.925416740881542e-15,0.777576276552982,0.803537004268361,0.811765797128239,0.721302148773028,310,310,30,30
K222303001,GR4J_KGE,3.941548319453847e-16,3.941548319453847e-16,1.5273184962960602e-20,3.8478762859718543e-16,1.496514714718041e-16,3.8478762859718543e-16,4.0711892105769064e-16,7.079292901494526e-15,0.741872441150259,0.818107167611475,0.865586319918351,0.799816804358095,458,458,46,46
K222303001,GR5J_NSE,8.653633211530994e-16,8.653633211530994e-16,1.3877787807814457e-17,7.160258815582354e-16,7.160258815582354e-16,2.8540190467914964e-15,5.530379036954228e-16,7.679126671961871e-15,0.775267384336065,0.802999589870133,0.816907075071513,0.722883650740401,734,734,50,50
K222303001,GR6J_NSE,1.1857184086768868e-16,1.1857184086768868e-16,1.3033117835059715e-18,2.84493953346229e-16,2.84493953346229e-16,1.2340484384456181e-15,0.0,5.833052849425445e-15,0.780489716260518,0.795520386985455,0.809693275428648,0.704232465769224,2146,2146,115,115
K222303001,CemaNeigeGR4J_NSE,9.102280804760562e-16,9.102280804760562e-16,4.887419188147393e-17,2.6816016319104543e-16,2.6816016319104543e-16,1.6915322245618614e-15,2.5944415050012605e-16,5.239342416347539e-15,0.828029794891048,0.855847412620403,0.853244124501703,0.826414739095552,1098,1098,33,33
K225401001,GR4J_NSE,0.0,0.0,0.0,1.5615787443226531e-15,1.5615787443226531e-15,8.48958858435695e-16,6.268887320181898e-15,9.62938845085226e-15,0.782058113641523,0.672981867131914,0.784647934533038,0.541887809633062,210,210,18,18
K225401001,GR4J_KGE,0.0,0.0,0.0,1.2929085634278387e-16,1.0627938547219845e-15,1.2929085634278387e-16,1.546330421436338e-16,1.6192793829743463e-15,0.7312388134206,0.717972697965746,0.858701888153378,0.61706505539969,279,279,26,26
K225401001,GR5J_NSE,9.115621663929613e-16,9.115621663929613e-16,1.82463649690836e-17,8.488097060579465e-16,8.488097060579465e-16,2.4382095413888373e-15,7.700334172369113e-15,1.3802103751878769e-14,0.784785812439353,0.67763919057721,0.819618416876084,0.563070768926673,492,493,27,27
K225401001,GR6J_NSE,1.575205446411482e-16,1.575205446411482e-16,8.145698646912322e-20,1.8277794701353184e-15,1.8277794701353184e-15,4.026404623312817e-15,7.837065478087222e-15,8.971255356312495e-15,0.789641176955473,0.679982900883126,0.827206747824337,0.569265471825215,1500,1500,64,64
K225401001,CemaNeigeGR4J_NSE,1.8098675610636567e-15,1.8098675610636567e-15,2.932451512888436e-16,0.0,0.0,3.9393936203136955e-16,3.3326651120252508e-15,5.082191105882057e-15,0.836223800649293,0.732894116892246,0.845477602619016,0.611670124988523,1109,1110,34,34
K337301001,GR4J_NSE,5.286390736014007e-16,5.286390736014007e-16,1.3033117835059715e-18,1.4577815853795706e-15,1.4577815853795706e-15,7.712950342606756e-16,2.7703190063679197e-15,8.903332730977566e-16,0.761583927084716,0.841588404206758,0.719713582552337,0.748184792035683,242,243,22,22
K337301001,GR4J_KGE,4.947632155431375e-16,4.947632155431375e-16,4.887419188147393e-19,5.47909109119806e-16,3.3278570448598487e-15,5.47909109119806e-16,4.914946749972801e-15,2.6246222065294463e-15,0.66722999795919,0.745427400873324,0.810516201425222,0.761405370782022,264,264,25,25
