code,config,d_param_max,d_param_rel_max,d_param_span_max,d_crit_calib,d_nse_cal,d_kge_cal,d_nse_val,d_kge_val,nse_cal_R,nse_val_R,kge_cal_R,kge_val_R,n_runs_R,n_runs_HS,n_iter_R,n_iter_HS
H413041010,GR4J_NSE,5.015524071716284e-16,5.015524071716284e-16,5.213247134023886e-18,1.614311134497483e-14,1.614311134497483e-14,2.191432168948034e-14,3.8140260140427205e-15,3.845538674913537e-14,0.687737946483753,0.669505909827614,0.800459354281453,0.75640490719634,240,240,22,22
H413041010,GR4J_KGE,3.9760938434377124e-16,3.9760938434377124e-16,1.6291397293824643e-19,3.4510352349193337e-15,5.130741579380959e-15,3.4510352349193337e-15,8.203917353631145e-16,2.2872646441108057e-14,0.670798036324651,0.676642009401618,0.83643882705616,0.72809000970902,291,291,28,28
H413041010,GR5J_NSE,7.864220768041301e-16,7.864220768041301e-16,1.3033117835059715e-17,2.510126339627512e-15,2.510126339627512e-15,1.4921163157736613e-15,1.9759238176572185e-15,5.580050703555346e-15,0.840365567854574,0.730438045796705,0.892871162567114,0.795851567382909,451,451,23,23
H413041010,GR6J_NSE,1.9946541013326827e-16,1.9946541013326827e-16,2.606623567011943e-18,1.4473688663512606e-15,1.4473688663512606e-15,1.6551188899948548e-15,9.64767514674902e-16,6.76478302841418e-15,0.84376923912034,0.690460452536652,0.872015865891779,0.722119436474497,1207,1207,42,42
H413041010,CemaNeigeGR4J_NSE,8.801348245366997e-16,8.801348245366997e-16,8.145698646912322e-17,1.3198154697676162e-14,1.3198154697676162e-14,1.6416557693005592e-14,2.603433200353272e-15,2.3927970523435522e-14,0.689780428435895,0.682313200568852,0.798013318965064,0.76557599769581,989,989,24,24
H438021010,GR4J_NSE,3.4237597410419193e-16,3.4237597410419193e-16,2.0852988536095543e-17,2.1980211618538097e-14,2.1980211618538097e-14,3.768796331379957e-14,8.973448441032721e-14,6.288896806679084e-14,0.808161845858696,0.608717742911234,0.895532073930002,0.803243385497999,298,298,29,29
H438021010,GR4J_KGE,5.603614742511751e-16,5.603614742511751e-16,1.5273184962960602e-20,4.669053043482682e-15,7.019965541196898e-15,4.669053043482682e-15,9.289703833784522e-14,7.531126096244669e-14,0.80657624205701,0.596360550562632,0.903576689809616,0.788685929014834,388,389,40,40
H438021010,GR5J_NSE,2.66153348908352e-15,2.66153348908352e-15,2.710888509692421e-16,8.178315879116834e-15,8.178315879116834e-15,3.592860583892671e-14,5.134022207129352e-14,2.1158844758224537e-14,0.841662617881091,0.687669253437463,0.889943329628503,0.808051421265878,748,749,51,51
H438021010,GR6J_NSE,1.3290191274504741e-16,1.3290191274504741e-16,3.2582794587649287e-19,2.1975658112255576e-15,2.1975658112255576e-15,2.7347162126675606e-15,2.382531241281671e-15,1.0974030614802106e-15,0.808329302506575,0.652378532354138,0.893142272993962,0.809345673322729,3021,3021,182,182
H438021010,CemaNeigeGR4J_NSE,1.8666131380232037e-15,1.8666131380232037e-15,8.471526592788815e-16,2.629119042364732e-14,2.629119042364732e-14,3.958353939797742e-14,7.921747082630921e-14,6.557789242247858e-14,0.80655380865781,0.615253053053261,0.894718234503106,0.805860237649889,1170,1171,39,39
H514262001,GR4J_NSE,4.2176489217981485e-16,4.2176489217981485e-16,1.3033117835059715e-18,8.67178111481026e-16,8.67178111481026e-16,6.021539777673851e-16,7.830232278155939e-16,1.3978066746178824e-15,0.896189729593531,0.850720375988606,0.921876351910475,0.71483470518968,200,200,17,17
H514262001,GR4J_KGE,1.869402259160008e-16,1.869402259160008e-16,1.3033117835059715e-18,2.943297975487372e-15,3.752836672924439e-16,2.943297975487372e-15,8.931737005777765e-16,1.314288844832118e-15,0.88750706842779,0.870106359753856,0.943009367273898,0.760259608145936,200,200,17,17
H514262001,GR5J_NSE,1.10488180197198e-15,1.10488180197198e-15,1.3033117835059715e-17,2.479994429414035e-16,2.479994429414035e-16,6.022216951306057e-16,1.4320633774291986e-15,3.697303364860825e-15,0.895343160014659,0.852787206443348,0.921772690690244,0.720669903482663,482,482,26,26
H514262001,GR6J_NSE,5.748328458603714e-16,5.748328458603714e-16,4.887419188147393e-19,1.2454486842954287e-16,1.2454486842954287e-16,1.569251228311054e-15,1.3041625504763563e-16,1.835189807442058e-15,0.89142414185714,0.851291906993985,0.919731592987874,0.725956314789663,1001,1001,25,25
H514262001,CemaNeigeGR4J_NSE,1.8036317560207392e-15,1.8036317560207392e-15,8.471526592788815e-16,3.715149847202206e-16,3.715149847202206e-16,8.432852814662835e-16,1.171505842036818e-15,1.2223450190414667e-15,0.896510022707084,0.852919965320359,0.921581503102141,0.726618430855646,1245,1246,45,45
H602021010,GR4J_NSE,4.75363272374891e-16,4.75363272374891e-16,4.887419188147393e-19,8.165042513961014e-16,8.165042513961014e-16,6.04470218583226e-15,1.4142827540887802e-16,1.0530148950666334e-14,0.815836309040772,0.785007822103064,0.844876348953255,0.811832513449181,166,166,12,12
H602021010,GR4J_KGE,5.059802245577546e-16,5.059802245577546e-16,4.887419188147393e-19,1.9672865953857146e-15,1.3784078671242232e-16,1.9672865953857146e-15,1.431583319773184e-15,3.1596198267517338e-15,0.805438688435099,0.775521067681242,0.902947665869685,0.878446684649501,289,289,27,27
H602021010,GR5J_NSE,9.136920980685306e-16,9.136920980685306e-16,1.3033117835059715e-17,2.661383687177395e-16,2.661383687177395e-16,2.580636382212792e-16,9.639715989214103e-16,4.932138338674586e-15,0.834320154567893,0.806202296942328,0.860425771160511,0.8328690132031,523,522,30,30
H602021010,GR6J_NSE,0.0,0.0,0.0,1.0784641067239514e-15,1.0784641067239514e-15,9.359787424540955e-16,1.2459782065836938e-15,2.991442277966236e-15,0.823558627647,0.801940769816766,0.830313854350944,0.816492657125879,1144,1144,37,37
H602021010,CemaNeigeGR4J_NSE,1.704469079494378e-15,1.704469079494378e-15,2.932451512888436e-16,1.2092085479599582e-15,1.2092085479599582e-15,4.181311421263518e-15,1.351454807407787e-16,7.57185721769331e-15,0.826326214653693,0.821502146087049,0.849664930656357,0.821099600686197,979,980,23,23
H611061010,GR4J_NSE,2.4266265812876257e-16,2.4266265812876257e-16,3.2582794587649287e-19,4.373177298870789e-15,4.373177298870789e-15,8.853328775505102e-15,1.5746380900716233e-14,1.264618882619254e-14,0.761613089580313,0.592255037246503,0.865272155159123,0.790120040033813,224,224,20,20
H611061010,GR4J_KGE,2.9339961160854514e-16,2.9339961160854514e-16,1.0182123308640402e-20,6.317227055896268e-16,4.989627034495865e-15,6.317227055896268e-16,3.7979907708720624e-16,2.1174506543836145e-15,0.756521130262579,0.584637031316554,0.878726547899616,0.786480919161023,368,368,37,37
H611061010,GR5J_NSE,0.0,0.0,0.0,1.5687370072509723e-15,1.5687370072509723e-15,2.200742916537396e-15,8.297412418898724e-15,4.322654166736355e-15,0.778489524657649,0.669017621744606,0.857610004185464,0.821882468909798,1137,1137,87,87
H611061010,GR6J_NSE,2.2064832801653984e-16,2.2064832801653984e-16,2.606623567011943e-18,2.2386482648355072e-15,2.2386482648355072e-15,1.2298491428845772e-15,3.714343815799457e-15,3.92902691245693e-15,0.843088738641775,0.717363655934709,0.902731063438528,0.847708388892839,3010,3010,182,182
H611061010,CemaNeigeGR4J_NSE,3.6944834816749714e-16,3.6944834816749714e-16,1.5273184962960602e-20,1.1611688038350476e-15,1.1611688038350476e-15,1.2027641133645002e-14,1.1702227882684926e-14,1.4077140326190628e-14,0.764900345898629,0.607185864848391,0.86767607343085,0.796557559908083,1072,1072,31,31
H622101001,GR4J_NSE,1.5133275149547225e-16,1.5133275149547225e-16,5.091061654320201e-21,2.359011459603267e-16,2.359011459603267e-16,4.852402080042129e-15,2.4611541257030006e-16,3.880632423091821e-15,0.941261238986835,0.902197073340975,0.960954312216677,0.80106130393914,256,256,24,24
H622101001,GR4J_KGE,2.617288204625265e-16,2.617288204625265e-16,1.0182123308640402e-20,1.7176408846350285e-15,1.1819713641453048e-16,1.7176408846350285e-15,1.1016018469005729e-15,3.614342163710521e-15,0.939297734533501,0.907043434044665,0.969547564822662,0.829363140154543,240,241,22,22
H622101001,GR5J_NSE,9.880996495591432e-16,9.880996495591432e-16,1.3033117835059715e-17,0.0,0.0,2.553719691068857e-15,1.5957555332341727e-15,5.988537950584488e-15,0.944423309286358,0.904455539682534,0.95644430464216,0.797182725613725,2103,2104,177,177
H622101001,GR6J_NSE,5.541998795849634e-16,5.541998795849634e-16,1.3033117835059715e-18,0.0,0.0,4.682410627869873e-15,4.966152007669826e-16,2.494419000333765e-15,0.943704119755894,0.894232011352456,0.948420045023023,0.801149062790929,1946,1946,100,100
H622101001,CemaNeigeGR4J_NSE,4.249166979957367e-16,4.249166979957367e-16,1.5273184962960602e-20,2.35697694254031e-16,2.35697694254031e-16,1.0383125321894458e-15,1.2200298553878597e-15,4.361480163770817e-15,0.942073725531296,0.90999660354394,0.962331370551474,0.814566052211257,1075,1077,35,35
H642301001,GR4J_NSE,5.376600463029153e-16,5.376600463029153e-16,9.774838376294785e-19,1.77823108930733e-15,1.77823108930733e-15,1.6455747856864494e-14,3.811784529893857e-14,4.634553643858417e-14,0.874077752785588,0.690287855393256,0.924300467512316,0.692309289680696,224,224,20,20
H642301001,GR4J_KGE,0.0,0.0,0.0,4.9805179310490946e-15,1.781912029739241e-15,4.9805179310490946e-15,4.251260101816337e-14,4.2072988869117155e-14,0.872272148419511,0.642432731747232,0.936235300822109,0.635951369575891,476,475,48,48
H642301001,GR5J_NSE,8.596127569029184e-16,8.596127569029184e-16,5.551115123125783e-17,2.007412037239314e-15,2.007412037239314e-15,7.241670306533807e-15,1.957084412388807e-14,2.127720100587604e-14,0.884898967649501,0.680741015112388,0.919862112714623,0.66267327214917,524,524,30,30
H642301001,GR6J_NSE,2.031443170153481e-16,2.031443170153481e-16,2.606623567011943e-18,0.0,0.0,5.497724049894135e-15,1.1585938457543014e-14,1.5911267488316595e-14,0.90285802072036,0.622862764765098,0.908740337905721,0.621005518662756,1548,1548,69,69
H642301001,CemaNeigeGR4J_NSE,3.6204241306849406e-16,3.6204241306849406e-16,6.516558917529857e-19,1.9108330932810797e-15,1.9108330932810797e-15,1.4781305993516525e-14,2.8382107513715638e-14,3.3711541323277486e-14,0.871522762921276,0.696282678401448,0.92385227725339,0.685006914716712,1053,1054,30,30
I200101001,GR4J_NSE,3.241289853457379e-16,3.241289853457379e-16,2.606623567011943e-18,1.269004964461078e-16,1.269004964461078e-16,7.418926326281879e-16,6.917832272623504e-16,1.2846501232293517e-15,0.874876817441488,0.802435633644033,0.897884391189174,0.864222097947011,241,241,22,22
I200101001,GR4J_KGE,4.80283440284317e-16,4.80283440284317e-16,4.887419188147393e-19,1.0740829494309701e-15,3.8660432439998206e-16,1.0740829494309701e-15,7.116134453544725e-16,0.0,0.861518835580729,0.780074513679352,0.930282640360318,0.890577192483207,425,425,43,43
I200101001,GR5J_NSE,9.650705918089373e-16,9.650705918089373e-16,1.5639741402071657e-17,1.6472583575434909e-15,1.6472583575434909e-15,4.134459053624678e-15,4.20103220254388e-16,2.0713451876181987e-15,0.876177027970913,0.792821600333991,0.912999314968715,0.857586099129547,2617,2616,223,223
I200101001,GR6J_NSE,4.2542039882107686e-16,4.2542039882107686e-16,3.2582794587649287e-19,1.2541467558067415e-16,1.2541467558067415e-16,1.6321829575753022e-15,1.7850336351830677e-15,2.9801041156658267e-15,0.885241714723406,0.808550552530448,0.88426969863525,0.856853605622213,1688,1688,80,80
I200101001,CemaNeigeGR4J_NSE,9.090468765698472e-16,9.090468765698472e-16,9.774838376294786e-17,5.062934310375599e-16,5.062934310375599e-16,1.3552192247693543e-15,6.748141960963297e-16,8.982058553572053e-16,0.877138004615188,0.822613862488062,0.90114226891632,0.865231631036901,1060,1060,30,30
I202101001,GR4J_NSE,3.593997216774573e-16,3.593997216774573e-16,5.213247134023886e-18,6.224348387781269e-16,6.224348387781269e-16,9.046458945191495e-15,2.21379348068755e-15,1.1226909607260456e-14,0.89183875600905,0.802404043058505,0.932706934091169,0.810893569147366,301,301,29,29
I202101001,GR4J_KGE,3.219576227832431e-16,3.219576227832431e-16,3.2582794587649287e-19,1.5281532681414303e-15,1.623763184649582e-15,1.5281532681414303e-15,2.052645382797765e-15,1.4339406171227237e-14,0.888854942430644,0.811311369656982,0.944466737795261,0.851670782251893,348,348,34,34
I202101001,GR5J_NSE,1.0216000467928354e-15,1.0216000467928354e-15,2.606623567011943e-17,8.721746529868832e-16,8.721746529868832e-16,8.75782133797747e-15,3.172315303202864e-15,1.0397883578313077e-14,0.89105560976363,0.80493668269978,0.925416010100444,0.811481963959448,613,613,38,38
I202101001,GR6J_NSE,2.1248395635532413e-16,2.1248395635532413e-16,3.2582794587649287e-19,4.805152982705585e-16,4.805152982705585e-16,7.48562471683676e-15,1.1970116053207023e-15,4.768718636546801e-15,0.924193696742646,0.83474606070752,0.934378267642323,0.838129315917198,1184,1184,40,40
I202101001,CemaNeigeGR4J_NSE,1.6464999266177303e-15,1.6464999266177303e-15,2.28079562113545e-16,1.245118251631008e-15,1.245118251631008e-15,1.0214840728618983e-14,2.4605712499217563e-15,1.2263396758392063e-14,0.891660710274587,0.812169712374242,0.934710414527158,0.814783001682523,1134,1133,36,36
I346301001,GR4J_NSE,0.0,0.0,0.0,1.0531678779695634e-15,1.0531678779695634e-15,6.356845414586427e-16,8.53853769157162e-16,3.5590146697841e-15,0.843339830504965,0.910174722311924,0.873249978737596,0.873450872608799,242,242,22,22
I346301001,GR4J_KGE,3.6371984998713037e-16,3.6371984998713037e-16,6.516558917529857e-19,3.65249113949299e-16,9.393126308343127e-16,3.65249113949299e-16,2.4536933331221588e-16,1.0809857528693764e-15,0.827366833710441,0.904940327822037,0.911889706688736,0.924342175195515,332,332,32,32
I346301001,GR5J_NSE,8.778657184611729e-16,8.778657184611729e-16,1.3033117835059715e-17,2.623605789304231e-16,2.623605789304231e-16,6.462255037792189e-16,8.497635964965486e-16,4.3143592618380415e-15,0.846333720676522,0.914555672238386,0.859005887366263,0.874929057743183,541,542,32,32
I346301001,GR6J_NSE,5.503285596300467e-16,5.503285596300467e-16,2.4437095940736964e-19,1.310336291018706e-16,1.310336291018706e-16,1.2858814157912093e-16,3.6396660481879056e-16,3.644912183062685e-15,0.84728098598416,0.915102932460994,0.863394564219618,0.883326294217493,1184,1184,40,40
I346301001,CemaNeigeGR4J_NSE,0.0,0.0,0.0,9.196540378993178e-16,9.196540378993178e-16,1.1404947331571514e-15,8.458205836680655e-16,4.417039861922738e-15,0.845052688522737,0.918819111574846,0.876111649719437,0.879725043843405,1005,1006,27,27
I403201001,GR4J_NSE,3.0825638054958817e-16,3.0825638054958817e-16,2.0364246617280804e-20,0.0,0.0,4.694764567972705e-15,4.875567553919365e-16,4.0631018236348925e-15,0.924358995909774,0.910846183421392,0.94592434491732,0.901709122806428,266,267,25,25
I403201001,GR4J_KGE,1.2372439377840692e-16,1.2372439377840692e-16,5.091061654320201e-21,2.081253435348986e-15,2.412105211482492e-16,2.081253435348986e-15,8.592305191240197e-16,5.914213384306258e-15,0.920542785066003,0.9044791821756,0.960191301253126,0.919833706896491,369,369,36,36
I403201001,GR5J_NSE,1.0272567344073716e-15,1.0272567344073716e-15,1.3033117835059715e-17,8.362993599209522e-16,8.362993599209522e-16,5.4058837164290195e-15,6.048868220186268e-16,4.3978770753734634e-15,0.929279818307008,0.917711366995997,0.944716198344215,0.908802774645801,857,856,61,61
I403201001,GR6J_NSE,5.112721319001194e-16,5.112721319001194e-16,6.516558917529857e-19,0.0,0.0,3.6972579327997644e-15,3.6200519664842496e-16,3.712321147249568e-15,0.924651134779893,0.920061121970626,0.930876730510319,0.89719314190884,1816,1816,89,89
I403201001,CemaNeigeGR4J_NSE,8.133086488962849e-16,8.133086488962849e-16,6.516558917529858e-17,0.0,0.0,8.18786275139381e-15,4.807418448060131e-16,4.150025333976097e-15,0.92776857700689,0.923758176343604,0.949156258274255,0.909574756766358,1074,1075,31,31
I505301001,GR4J_NSE,5.472515390291312e-16,5.472515390291312e-16,1.3033117835059715e-18,1.1355939992077758e-15,1.1355939992077758e-15,3.7691407771140875e-15,0.0,1.187152921521747e-15,0.879892569756192,0.887127951444255,0.854212395292419,0.841678189935143,274,274,26,26
I505301001,GR4J_KGE,4.511326264103548e-16,4.511326264103548e-16,6.516558917529857e-19,3.5356389519765926e-15,3.9824620057664323e-16,3.5356389519765926e-15,2.6493572362063475e-16,8.940559530117847e-16,0.836334174451082,0.838107454481979,0.910626569947991,0.869247740725424,282,282,27,27
I505301001,GR5J_NSE,6.638472647229596e-16,6.638472647229596e-16,1.6291397293824644e-18,1.253720528089145e-16,1.253720528089145e-16,2.1066455936082064e-15,8.750488236244105e-16,7.37886699718962e-16,0.885542670596054,0.888128863505771,0.895916782390584,0.902758939860013,580,581,36,36
I505301001,GR6J_NSE,6.084605721179586e-16,6.084605721179586e-16,6.516558917529857e-19,1.2467009068809065e-16,1.2467009068809065e-16,1.4698888534571373e-15,3.7487270418846484e-16,1.7440948974463155e-15,0.890528769568957,0.888480019126972,0.906373040666804,0.891185586719522,1000,1000,25,25
I505301001,CemaNeigeGR4J_NSE,5.609434368921749e-16,5.609434368921749e-16,1.3033117835059715e-18,1.6246222108950151e-15,1.6246222108950151e-15,2.457186985864311e-15,2.4507576009151255e-16,1.1868364542000333e-15,0.888384956412473,0.906024344643953,0.858470990983949,0.841902621567295,1015,1015,28,28
I532151001,GR4J_NSE,4.102535521186406e-16,4.102535521186406e-16,2.606623567011943e-18,8.558146568084892e-16,8.558146568084892e-16,3.764469801299446e-15,4.957185901517615e-16,2.8884792331386623e-15,0.908089282013218,0.895849416730785,0.94374875250006,0.922469937997461,225,225,20,20
I532151001,GR4J_KGE,4.08028347141726e-16,4.08028347141726e-16,4.072849323456161e-20,2.678513703937653e-15,3.673835096465857e-16,2.678513703937653e-15,1.2361584394990921e-15,2.3785032852399505e-16,0.906591881894616,0.898123565030251,0.953332048622327,0.933547606610225,208,208,18,18
I532151001,GR5J_NSE,8.552397396309961e-16,8.552397396309961e-16,1.0426494268047772e-17,2.434813491339608e-16,2.434813491339608e-16,7.071269856547203e-16,7.420019388728005e-16,3.4601975234421955e-15,0.911957345869908,0.897752121493159,0.942028558220457,0.898395090999888,574,574,35,35
I532151001,GR6J_NSE,0.0,0.0,0.0,2.468878748419518e-16,2.468878748419518e-16,1.5965325959238173e-15,1.2594845624729442e-16,1.9485640170191233e-15,0.899374281005804,0.881489982255345,0.904015324020089,0.854647074662362,1110,1110,34,34
I532151001,CemaNeigeGR4J_NSE,7.575390638082065e-16,7.575390638082065e-16,8.145698646912322e-17,3.6615788841018584e-16,3.6615788841018584e-16,2.34910840825159e-16,4.891263224326854e-16,3.4621585708209645e-15,0.9096264697005,0.907923351254888,0.945229279947519,0.929953584029369,978,978,23,23
I722202001,GR4J_NSE,0.0,0.0,0.0,7.075810350944202e-16,7.075810350944202e-16,5.994624607264211e-16,3.6004084885796875e-16,2.8919016893834e-15,0.941424065564737,0.925080885805092,0.926015469992735,0.921378229724157,241,241,22,22
I722202001,GR4J_KGE,1.2051904009574854e-16,1.2051904009574854e-16,3.2582794587649287e-19,4.62539365472247e-16,4.805379941535828e-16,4.62539365472247e-16,1.24106668037131e-16,1.19793599918275e-16,0.924150046932874,0.89457161503441,0.960111166747187,0.926779915940891,302,303,29,29
I722202001,GR5J_NSE,2.1373084261446196e-16,2.1373084261446196e-16,1.3033117835059715e-18,7.05582884064074e-16,7.05582884064074e-16,4.631405028303021e-16,0.0,2.3212095710807933e-15,0.944090098867254,0.924485534858004,0.958864981870912,0.956590079979912,643,644,42,42
I722202001,GR6J_NSE,5.184958973611457e-16,5.184958973611457e-16,2.4437095940736964e-19,3.517570179083064e-16,3.517570179083064e-16,2.074092307891156e-15,2.382216905036551e-16,0.0,0.94686641752907,0.932092306353709,0.963506511606114,0.95963190753595,1084,1084,32,32
I722202001,CemaNeigeGR4J_NSE,8.882466662001645e-16,8.882466662001645e-16,4.887419188147393e-17,0.0,0.0,1.5581199944747612e-15,2.3631545006117537e-16,1.5613190097329638e-15,0.94237992735866,0.939611036297247,0.926302170006639,0.924404252440091,979,979,23,23
I903101001,GR4J_NSE,2.7462512536074015e-16,2.7462512536074015e-16,4.072849323456161e-20,4.853867606847959e-16,4.853867606847959e-16,2.9638826505558072e-15,2.6583236301975e-16,3.0686205863900672e-15,0.914918258634682,0.83528055953268,0.936460004933866,0.651237710256062,240,240,22,22
I903101001,GR4J_KGE,3.082976652091269e-16,3.082976652091269e-16,6.516558917529857e-19,1.863054233919507e-15,2.4450124491504624e-16,1.863054233919507e-15,2.6266439602090632e-15,7.164430157993449e-15,0.908153269330724,0.845354788424991,0.953464911036507,0.66634176069981,288,288,27,27
I903101001,GR5J_NSE,8.086035267700914e-16,8.086035267700914e-16,1.3033117835059715e-17,0.0,0.0,2.38257176299334e-15,7.98122174472857e-16,4.260194304989618e-15,0.912253854215338,0.834626371852231,0.931953481418188,0.651509617369355,578,578,35,35
I903101001,GR6J_NSE,2.1851624068804306e-16,2.1851624068804306e-16,6.516558917529857e-19,2.4046939261855677e-16,2.4046939261855677e-16,1.4225212803443e-15,1.3298350309909327e-16,2.574116092583579e-15,0.923379905056143,0.834857706972773,0.936553742962448,0.646953935658076,2185,2185,117,117
I903101001,CemaNeigeGR4J_NSE,1.6102683666688198e-15,1.6102683666688198e-15,5.864903025776872e-16,2.430597729900547e-16,2.430597729900547e-16,2.6070526597708962e-15,1.4538241014832077e-15,4.0983215182285486e-15,0.913539094493093,0.84002275505114,0.936878142841191,0.650152811888729,989,990,24,24
J032301001,GR4J_NSE,3.6458096505081174e-16,3.6458096505081174e-16,5.091061654320201e-21,1.4312823651933557e-15,1.4312823651933557e-15,7.731827308944368e-15,1.3636271027606787e-15,6.23148931379275e-15,0.853252549452526,0.895585988731998,0.818470328875904,0.801735084381044,272,272,26,26
J032301001,GR4J_KGE,5.677955280795845e-16,5.677955280795845e-16,1.3033117835059715e-18,5.369258705322263e-15,5.566105587958734e-16,5.369258705322263e-15,2.343573099432489e-15,4.1268516700212946e-15,0.797845464539461,0.757969461174651,0.889128140008601,0.780170219056199,224,224,20,20
J032301001,GR5J_NSE,1.3133753485198048e-15,1.3133753485198048e-15,1.3033117835059715e-17,1.6833631888021199e-15,1.6833631888021199e-15,6.046412794781808e-15,2.6937141558618213e-15,6.811224223797243e-15,0.857384753102358,0.9067371342502,0.844637322427473,0.863894923610797,786,788,55,55
J032301001,GR6J_NSE,4.794298998195749e-16,4.794298998195749e-16,3.2582794587649287e-19,1.288868289719159e-15,1.288868289719159e-15,5.1871238559351195e-15,2.92531723768283e-15,1.1476226749436182e-14,0.861393699791521,0.910853436604017,0.856137663537636,0.880344188440271,1914,1914,97,97
J032301001,CemaNeigeGR4J_NSE,1.0454377129136683e-15,1.0454377129136683e-15,1.1102230246251565e-16,1.429039061261128e-15,1.429039061261128e-15,8.52900365930715e-15,1.8507976340035295e-15,6.905239563017266e-15,0.854591984357602,0.899792881912966,0.820072934018025,0.803898991840365,1230,1230,44,44
J110301001,GR4J_NSE,3.5131345971657884e-16,3.5131345971657884e-16,4.072849323456161e-20,8.52969625317684e-16,8.52969625317684e-16,1.1158239061158222e-15,0.0,1.9623130904176494e-15,0.911118161972253,0.921520560724063,0.895482447262538,0.848658934738744,268,268,25,25
J110301001,GR4J_KGE,2.1524165380593267e-16,2.1524165380593267e-16,6.516558917529857e-19,1.1799735919026302e-15,2.503701381109429e-16,1.1799735919026302e-15,7.245741704630301e-16,3.4290864823211125e-15,0.88686536901074,0.919345240183499,0.940888026854054,0.906545951808787,208,208,18,18
J110301001,GR5J_NSE,8.536234821405269e-16,8.536234821405269e-16,1.3033117835059715e-17,9.727264401190866e-16,9.727264401190866e-16,1.573549660838859e-15,6.021863150745718e-16,3.86587961271821e-15,0.913081399937468,0.921826847300301,0.917219181530811,0.861555301131993,955,956,69,69
J110301001,GR6J_NSE,4.592031860532015e-16,4.592031860532015e-16,1.3033117835059715e-18,0.0,0.0,4.791659600912003e-16,4.767132799109682e-16,2.8009443617615723e-15,0.920595070423046,0.931564587277706,0.926796239377143,0.872023981454316,1547,1547,68,68
J110301001,CemaNeigeGR4J_NSE,1.0025008238129727e-15,1.0025008238129727e-15,2.8509945264193126e-17,6.090040848178704e-16,6.090040848178704e-16,8.675259463491271e-16,0.0,9.146085477234878e-16,0.91150704264749,0.92301273826874,0.895830401970307,0.849714469837391,1061,1061,30,30
J132401001,GR4J_NSE,2.4014870149576005e-16,2.4014870149576005e-16,2.0364246617280804e-20,0.0,0.0,5.82954160036779e-15,4.90846305478032e-16,3.399588385543873e-15,0.922776588193,0.904741881305528,0.933193927344141,0.816439299935675,243,243,22,22
J132401001,GR4J_KGE,2.229493300561081e-16,2.229493300561081e-16,2.0364246617280804e-20,4.644787697227744e-16,4.859160110496958e-16,4.644787697227744e-16,6.126842767421236e-16,5.770439992326426e-15,0.913921747280405,0.906031921145942,0.956102278076388,0.846552657136505,165,165,12,12
J132401001,GR5J_NSE,9.491242247814046e-16,9.491242247814046e-16,1.3033117835059715e-17,4.818322103251279e-16,4.818322103251279e-16,3.648708097539222e-15,1.1031496848502372e-15,3.241173685519634e-15,0.921667751415794,0.905770754309096,0.943263008257401,0.822089624818483,502,502,28,28
J132401001,GR6J_NSE,5.135369370308697e-16,5.135369370308697e-16,1.3033117835059715e-18,8.3667817472849385e-16,8.3667817472849385e-16,2.108542611914193e-15,8.532750752615665e-16,9.38758779070536e-16,0.928859077135364,0.910792005730833,0.947764315045584,0.827854966115013,1258,1258,46,46
J132401001,CemaNeigeGR4J_NSE,1.6257260158555392e-15,1.6257260158555392e-15,1.0426494268047773e-15,3.610446022211019e-16,3.610446022211019e-16,4.648575281983934e-15,7.358825486245626e-16,3.1281198464438668e-15,0.922509034447712,0.905217573130609,0.931440179708178,0.816309183147431,1171,1172,39,39
J151301001,GR4J_NSE,3.4298019283485944e-16,3.4298019283485944e-16,4.072849323456161e-20,2.463798681041572e-16,2.463798681041572e-16,5.320450039604372e-15,1.850764794324077e-15,5.844046642254176e-15,0.901228686554706,0.899808847696358,0.939018987796887,0.892882712127965,193,193,16,16
J151301001,GR4J_KGE,1.7867439637184612e-16,1.7867439637184612e-16,2.0364246617280804e-20,3.5088516175532753e-16,1.2353046596691756e-16,3.5088516175532753e-16,8.614016095769081e-16,5.472720356486847e-15,0.898744302415635,0.902199518316808,0.949219128336338,0.912892178912707,636,636,67,67
J151301001,GR5J_NSE,1.0210615909304541e-15,1.0210615909304541e-15,3.1279482804143314e-17,6.179582646784885e-16,6.179582646784885e-16,5.375964515987001e-15,1.112989890685233e-15,2.8672158442280476e-15,0.898299357807589,0.89776262167796,0.929322281788901,0.890589720260615,602,602,38,38
J151301001,GR6J_NSE,0.0,0.0,0.0,6.109452698600591e-16,6.109452698600591e-16,2.3871829999208462e-15,2.460901918469906e-16,1.1146667909916851e-15,0.908610868596675,0.90228953563127,0.930153259856466,0.896412031144915,2122,2122,112,112
J151301001,CemaNeigeGR4J_NSE,9.409856830689824e-16,9.409856830689824e-16,4.072849323456161e-17,1.3559981071402618e-15,1.3559981071402618e-15,4.9677623508636974e-15,6.143368764973079e-16,5.950297064683147e-15,0.90062465475208,0.903594645787165,0.938639245215697,0.895597389553949,1024,1024,27,27
J172172001,GR4J_NSE,2.3058716048915345e-16,2.3058716048915345e-16,2.0364246617280804e-20,5.978312789619672e-16,5.978312789619672e-16,5.314433469281044e-15,7.221587068623609e-16,3.997649206864414e-15,0.928542101839227,0.922420249794281,0.940082068896251,0.888700707580868,288,288,28,28
